,place,1,2,3,4,5,6,7,8,9,10,11,12
15908,A2,2021-2-7 2,5,35,46,24,58,0.6,20,56,1014.2,1.5,166.7
15909,A2,2021-2-7 3,6,31,46,28,54,0.6,19.6,57,1014.2,0.7,163.4
15910,A2,2021-2-7 4,4,47,43,27,35,0.6,19.2,59,1014.2,0.5,98.8
15911,A2,2021-2-7 5,5,63,47,29,14,0.6,18.8,61,1014.5,0.7,33.8
15912,A2,2021-2-7 6,6,60,49,31,14,0.7,18.6,62,1015.1,0.6,88.1
15913,A2,2021-2-7 7,5,65,53,32,10,0.8,18.7,63,1015.4,0.8,64.2
15914,A2,2021-2-7 8,7,57,62,35,30,0.9,20.1,58,1016,1,48.3
15915,A2,2021-2-7 9,8,49,71,40,59,0.8,22,50,1017,1.2,91.2
15916,A2,2021-2-7 10,10,45,57,28,98,0.7,23.6,43,1017.4,1.1,66.8
15917,A2,2021-2-7 11,12,32,64,30,144,0.6,24.6,35,1016.7,1.3,69.4
15918,A2,2021-2-7 12,10,28,50,28,184,0.6,25.7,31,1015.8,1.3,83.6
15919,A2,2021-2-7 13,8,25,56,32,174,0.5,26.4,26,1014.6,1.3,61.3
15920,A2,2021-2-7 14,7,23,44,26,175,0.5,27,24,1013.6,1.5,80.9
15921,A2,2021-2-7 15,5,19,34,22,183,0.4,27.2,23,1013.2,1.6,119.4
15922,A2,2021-2-7 16,5,18,36,22,177,0.4,27.2,22,1013.2,1.1,102.3
15923,A2,2021-2-7 17,4,18,32,17,145,0.4,26.9,20,1013.5,1.1,90.7
15924,A2,2021-2-7 18,4,35,23,14,144,0.6,25.7,24,1014,0.8,108.2
15925,A2,2021-2-7 19,5,49,37,18,129,0.7,25,29,1014.5,0.8,124.4
15926,A2,2021-2-7 20,5,66,47,25,82,0.9,24,35,1015.1,1.1,160.6
15927,A2,2021-2-7 21,5,48,70,26,84,0.8,23.1,40,1015.4,1.4,176.4
15928,A2,2021-2-7 22,7,39,57,32,67,0.7,22.1,50,1015.6,1.5,179
15929,A2,2021-2-7 23,7,35,59,27,65,0.6,21.4,52,1015.9,1.6,175.8
15930,A2,2021-2-8 0,6,27,51,29,74,0.6,20.9,52,1015.9,1.6,173.2
15931,A2,2021-2-8 1,4,26,43,27,71,0.6,20.4,55,1016,1.1,172.1
15932,A2,2021-2-8 2,5,24,44,24,70,0.6,20.2,57,1015.6,1.1,178.1
15933,A2,2021-2-8 3,5,23,46,25,69,0.6,19.8,58,1015.4,0.5,157.4
15934,A2,2021-2-8 4,7,30,46,27,59,0.6,19.6,58,1015.4,0.4,124.8
15935,A2,2021-2-8 5,7,39,49,31,46,0.6,19.6,57,1015.4,0.6,32.1
15936,A2,2021-2-8 6,7,58,54,34,22,0.7,19.5,59,1015.9,0.7,29.6
15937,A2,2021-2-8 7,7,62,57,34,19,0.9,19.4,59,1016.5,0.8,16.8
15938,A2,2021-2-8 8,7,53,60,34,40,0.8,20.7,53,1016.9,1.2,5.2
15939,A2,2021-2-8 9,7,44,56,34,66,0.7,22.4,44,1017.4,1.4,24.6
15940,A2,2021-2-8 10,8,44,55,30,85,0.7,23.7,39,1017.6,1.3,62.6
15941,A2,2021-2-8 11,8,38,56,30,97,0.7,24.7,38,1016.8,1.5,20.3
15942,A2,2021-2-8 12,7,33,52,23,122,0.7,25.1,37,1016,1.2,28.5
15943,A2,2021-2-8 13,7,25,56,23,143,0.6,25.9,34,1015.1,1.2,49.6
15944,A2,2021-2-8 14,6,23,44,24,156,0.6,26.6,32,1014.4,1,120.3
15945,A2,2021-2-8 15,6,18,51,29,160,0.5,26,30,1014.3,1.3,95.5
15946,A2,2021-2-8 16,6,27,40,23,160,0.6,25.6,32,1014.5,0.9,94.4
15947,A2,2021-2-8 17,5,39,51,26,139,0.8,24.9,39,1015.1,1.6,148.6
15948,A2,2021-2-8 18,5,32,73,35,119,0.8,23.8,47,1015.7,1.5,158.9
15949,A2,2021-2-8 19,4,27,67,32,98,0.7,22.7,52,1016.2,1.7,158.2
15950,A2,2021-2-8 20,4,22,55,27,91,0.6,22.2,54,1016.9,1.3,142.3
15951,A2,2021-2-8 21,4,20,45,21,90,0.6,21.8,55,1017.4,1.5,135.8
15952,A2,2021-2-8 22,4,18,45,17,88,0.6,21.5,55,1017.6,1.1,94.5
15953,A2,2021-2-8 23,4,17,36,16,86,0.6,21.2,57,1017.6,1.1,104.4
15954,A2,2021-2-9 0,4,15,39,19,83,0.6,20.8,57,1017.3,1.2,114.3
15955,A2,2021-2-9 1,4,16,40,14,83,0.5,20.6,58,1017.1,0.9,79.5
15956,A2,2021-2-9 2,4,16,43,15,79,0.5,20.3,58,1016.4,0.9,95.5
15957,A2,2021-2-9 3,4,18,42,18,67,0.5,20.3,59,1016.1,0.7,153.2
15958,A2,2021-2-9 4,4,19,38,17,68,0.6,20.4,58,1015.7,0.6,86.7
15959,A2,2021-2-9 5,4,20,37,16,57,0.5,20.3,59,1015.6,1.4,0.3
15960,A2,2021-2-9 6,5,21,44,20,40,0.8,19.7,62,1015.9,1.8,353.3
15961,A2,2021-2-9 7,4,24,45,36,41,0.9,19.6,62,1016.2,2,355.2
15962,A2,2021-2-9 8,4,28,47,36,44,0.9,20,61,1016.3,1.9,32.1
15963,A2,2021-2-9 9,5,21,51,33,70,0.8,20.7,58,1016.9,2.2,40.7
15964,A2,2021-2-9 10,4,19,53,27,74,0.4,20.8,57,1016.9,2.1,53.3
15965,A2,2021-2-9 11,5,17,54,35,86,0.2,20.7,56,1016.4,2,63.4
15966,A2,2021-2-9 12,4,15,52,27,90,0.2,20.6,55,1015.6,1.9,56.6
15967,A2,2021-2-9 13,5,15,51,27,89,0.2,20.5,54,1014.4,2.6,52.2
15968,A2,2021-2-9 14,4,15,53,30,88,0.2,20,56,1013.7,2,64.1
15969,A2,2021-2-9 15,3,16,53,25,84,0.3,18.4,68,1013.2,1.4,75.3
15970,A2,2021-2-9 16,3,21,49,27,75,0.5,17.6,75,1012.8,1.1,23
15971,A2,2021-2-9 17,3,26,38,31,66,0.6,18,73,1012.8,1.6,12.2
15972,A2,2021-2-9 18,3,25,43,32,60,0.7,18.3,73,1013.2,1.5,342.4
15973,A2,2021-2-9 19,3,28,47,39,44,0.7,18.3,74,1013.6,1.6,356.2
15974,A2,2021-2-9 20,3,26,48,34,31,0.7,17.9,75,1014.3,1.9,353.3
15975,A2,2021-2-9 21,3,27,32,27,25,0.7,17.4,78,1014.4,1.7,7.5
15976,A2,2021-2-9 22,3,25,29,24,35,0.6,17.1,78,1014.1,1.8,16
15977,A2,2021-2-9 23,3,20,24,23,34,0.6,16.7,80,1013.5,2,38.9
15978,A2,2021-2-10 0,3,20,24,16,32,0.6,16.6,79,1012.2,2,51
15979,A2,2021-2-10 1,3,19,22,22,34,0.6,16.8,77,1011.5,1.7,39.2
15980,A2,2021-2-10 2,3,18,34,21,36,0.5,16.7,78,1011.7,1.9,347.8
15981,A2,2021-2-10 3,3,11,26,24,38,0.6,15.4,79,1012.2,3.3,323.6
15982,A2,2021-2-10 4,3,10,10,6,40,0.6,14.4,79,1011.7,3.9,338.3
15983,A2,2021-2-10 5,3,9,4,3,40,0.6,14,79,1011.9,3.6,344
15984,A2,2021-2-10 6,3,10,0,-1,38,0.6,13.9,79,1012.5,3.5,346
15985,A2,2021-2-10 7,3,13,0,-3,37,0.6,14,79,1013.5,2.6,354.2
15986,A2,2021-2-10 8,3,14,0,-2,40,0.6,14.1,80,1013.9,2.4,354.5
15987,A2,2021-2-10 9,3,16,0,-2,38,0.6,14.3,80,1014.2,2.5,356.9
15988,A2,2021-2-10 10,3,16,0,-1,36,0.6,14.3,80,1014.8,2.2,349.8
15989,A2,2021-2-10 11,3,15,0,-1,39,0.6,14.3,80,1013.4,2.3,21.1
15990,A2,2021-2-10 12,3,14,1,2,41,0.6,14.6,80,1012.6,1.6,45.6
15991,A2,2021-2-10 13,3,17,2,0,42,0.6,15,80,1011.1,1.7,50
15992,A2,2021-2-10 14,3,17,0,-2,45,0.6,15.2,79,1011.3,1.6,350.9
15993,A2,2021-2-10 15,3,19,3,3,38,0.6,15.2,79,1011.3,1.6,310.1
15994,A2,2021-2-10 16,3,18,4,5,35,0.6,14.9,78,1011.5,2,334.5
15995,A2,2021-2-10 17,3,17,5,3,34,0.7,14.9,77,1011.8,2.1,332.5
15996,A2,2021-2-10 18,3,16,7,4,36,0.6,14.9,77,1012,1.8,337.7
15997,A2,2021-2-10 19,3,14,8,5,37,0.6,15,76,1012.3,2,342.9
15998,A2,2021-2-10 20,3,14,7,6,37,0.6,14.9,76,1012.9,2,340.7
15999,A2,2021-2-10 21,3,14,5,3,34,0.6,14.9,75,1013,1.9,348.1
16000,A2,2021-2-10 22,3,15,4,3,31,0.6,15.1,74,1013.1,2,341.6
16001,A2,2021-2-10 23,3,15,6,5,29,0.6,15.2,73,1013.1,2,343.2
16002,A2,2021-2-11 0,4,16,11,3,28,0.6,15.2,72,1012.9,1.6,335.6
16003,A2,2021-2-11 1,3,13,7,1,32,0.5,15.2,72,1012.8,1.8,325.7
16004,A2,2021-2-11 2,3,14,3,2,32,0.5,14.9,74,1012.3,1.6,338.4
16005,A2,2021-2-11 3,4,16,11,4,24,0.5,14.9,74,1012.1,1.9,328.8
16006,A2,2021-2-11 4,3,15,12,6,23,0.6,14.8,73,1012.1,1.6,341
16007,A2,2021-2-11 5,4,14,7,6,23,0.5,14.5,73,1012.1,1.7,347.8
16008,A2,2021-2-11 6,4,15,6,4,21,0.6,14.2,74,1012.5,1.5,347.2
16009,A2,2021-2-11 7,3,14,9,3,22,0.7,14.3,74,1013.3,2.1,337.8
16010,A2,2021-2-11 8,4,12,9,2,28,0.7,14.8,71,1014.2,2,323.6
16011,A2,2021-2-11 9,4,11,8,3,35,0.7,15.7,66,1014.9,1.9,340.6
16012,A2,2021-2-11 10,4,10,10,2,46,0.6,16.5,62,1014.9,2.8,347.4
16013,A2,2021-2-11 11,4,10,12,4,59,0.6,17.4,58,1014.2,3.1,349.7
16014,A2,2021-2-11 12,4,10,13,4,75,0.5,18.3,55,1013.3,3.2,355.8
16015,A2,2021-2-11 13,4,10,13,4,85,0.5,18.8,53,1012.4,2.7,2.5
16016,A2,2021-2-11 14,4,9,16,6,87,0.5,19,52,1012,2,8.5
16017,A2,2021-2-11 15,6,10,11,7,87,0.5,19.3,51,1011.9,2.1,357.7
16018,A2,2021-2-11 16,8,11,19,13,84,0.6,19.5,50,1012,2.1,349.9
16019,A2,2021-2-11 17,13,11,35,19,79,0.5,19.4,50,1012.4,2.4,359
16020,A2,2021-2-11 18,9,14,51,34,67,0.6,19,52,1012.6,1.7,15.8
16021,A2,2021-2-11 19,5,25,33,23,48,0.6,18.2,54,1013.1,1.1,13.7
16022,A2,2021-2-11 20,5,25,27,20,41,0.6,17.5,57,1013.7,1,4.4
16023,A2,2021-2-11 21,4,22,28,26,38,0.7,17,59,1014.2,1.1,351.6
16024,A2,2021-2-11 22,4,16,52,35,42,0.6,16.8,59,1014.4,1.2,7.9
16025,A2,2021-2-11 23,6,20,27,19,34,0.6,16.3,61,1014.5,1.1,24.2
16026,A2,2021-2-12 0,15,17,28,20,36,0.6,16,62,1014.4,1.2,19.5
16027,A2,2021-2-12 1,15,17,62,49,34,0.5,15.7,62,1014.3,1.1,356.6
16028,A2,2021-2-12 2,14,15,54,37,31,0.6,15.5,64,1014.2,1.3,344.2
16029,A2,2021-2-12 3,7,13,72,61,31,0.5,15.1,65,1014.3,1.1,352.5
16030,A2,2021-2-12 4,8,11,44,36,35,0.5,15.2,64,1014.3,1.5,342.5
16031,A2,2021-2-12 5,11,13,54,42,28,0.5,15.1,65,1014.7,1.4,348.7
16032,A2,2021-2-12 6,9,12,85,70,30,0.6,15,65,1015,1.3,335.5
16033,A2,2021-2-12 7,10,13,61,46,32,0.7,15.1,64,1015.3,1.3,345.6
16034,A2,2021-2-12 8,10,11,51,44,46,0.6,16.1,58,1015.8,2.1,351.5
16035,A2,2021-2-12 9,8,10,40,32,61,0.5,17.5,51,1016.1,2.6,17.9
16036,A2,2021-2-12 10,5,7,30,24,77,0.4,18.9,44,1016.3,2.9,0.8
16037,A2,2021-2-12 11,4,6,19,13,88,0.3,20,39,1015.9,2.6,357
16038,A2,2021-2-12 12,4,5,7,9,95,0.3,20.7,37,1015.1,2.2,350
16039,A2,2021-2-12 13,4,5,7,8,99,0.3,21.1,37,1014.1,2,350.1
16040,A2,2021-2-12 14,5,5,7,6,102,0.3,21.7,35,1013.2,1.8,336.8
16041,A2,2021-2-12 15,5,5,7,4,102,0.3,21.5,37,1012.9,1.8,336.8
16042,A2,2021-2-12 16,4,6,12,6,95,0.3,21.2,38,1012.9,1.9,332.7
16043,A2,2021-2-12 17,4,7,12,7,88,0.4,20.9,38,1013.3,1.8,328.2
16044,A2,2021-2-12 18,4,8,11,8,80,0.3,20.2,41,1013.7,2.1,340.5
16045,A2,2021-2-12 19,4,9,13,8,72,0.4,19.7,43,1014.1,1.6,343.4
16046,A2,2021-2-12 20,5,11,18,8,62,0.4,19,45,1014.6,1.6,342.9
16047,A2,2021-2-12 21,5,11,22,10,59,0.4,18.6,46,1015,1.5,346.4
16048,A2,2021-2-12 22,5,10,21,14,58,0.4,18.2,49,1015.2,1.5,344.9
16049,A2,2021-2-12 23,6,12,25,17,56,0.4,18,50,1015.4,1.9,342.9
16050,A2,2021-2-13 0,10,12,33,21,51,0.4,17.8,50,1015.4,1.7,339.5
16051,A2,2021-2-13 1,9,12,47,30,52,0.3,17.5,51,1015.3,1.7,342
16052,A2,2021-2-13 2,6,10,30,24,49,0.3,17.2,52,1015.3,1.7,338.7
16053,A2,2021-2-13 3,7,10,21,15,45,0.3,17,54,1015,1.5,349.6
16054,A2,2021-2-13 4,7,10,23,13,44,0.4,16.7,55,1014.9,1.3,349.8
16055,A2,2021-2-13 5,6,13,27,23,37,0.3,16.3,57,1015.1,1.1,349
16056,A2,2021-2-13 6,8,20,25,22,29,0.4,16.1,59,1015.5,0.9,357.2
16057,A2,2021-2-13 7,12,19,43,28,32,0.5,16.3,58,1016.2,0.9,337.5
16058,A2,2021-2-13 8,15,14,57,46,42,0.5,17.3,54,1016.9,1.5,339.9
16059,A2,2021-2-13 9,12,12,54,38,54,0.4,18.5,50,1017.2,1.5,12.5
16060,A2,2021-2-13 10,9,11,36,28,65,0.4,19.6,46,1017.1,1.6,36.9
16061,A2,2021-2-13 11,7,9,36,18,77,0.4,21,43,1016.5,1.3,23.7
16062,A2,2021-2-13 12,6,7,23,16,92,0.3,21.8,41,1015.7,1.3,29.1
16063,A2,2021-2-13 13,5,6,22,20,99,0.3,22.9,38,1014.6,1,79.3
16064,A2,2021-2-13 14,5,7,23,19,106,0.3,23.3,38,1013.9,1.2,164.2
16065,A2,2021-2-13 15,5,7,28,12,112,0.3,22.8,39,1013.5,1.3,306
16066,A2,2021-2-13 16,4,6,23,16,115,0.3,23.3,37,1013.4,1.5,257.9
16067,A2,2021-2-13 17,5,8,25,16,116,0.3,22.9,38,1013.3,1.2,174.6
16068,A2,2021-2-13 18,5,12,30,17,108,0.4,22,40,1013.3,0.8,203.7
16069,A2,2021-2-13 19,4,27,33,19,80,0.5,21.3,43,1013.7,0.5,151
16070,A2,2021-2-13 20,5,44,43,27,53,0.7,20.9,46,1014.4,0.7,187.2
16071,A2,2021-2-13 21,5,34,65,47,57,0.6,20.4,50,1014.7,1,181.6
16072,A2,2021-2-13 22,6,24,74,54,65,0.5,19.8,56,1015,1.7,181.1
16073,A2,2021-2-13 23,6,19,57,41,61,0.4,19,62,1015.2,1.5,171.4
16074,A2,2021-2-14 0,5,16,54,37,63,0.4,18.6,65,1015.3,1.4,179.4
16075,A2,2021-2-14 1,5,15,45,35,64,0.3,18.2,67,1015.1,1,175.6
16076,A2,2021-2-14 2,5,13,37,30,65,0.3,17.8,68,1014.7,0.9,162.4
16077,A2,2021-2-14 3,5,15,30,26,54,0.4,17.5,70,1014.3,0.9,173.9
16078,A2,2021-2-14 4,5,16,35,32,52,0.3,17.2,71,1014.2,0.6,148.9
16079,A2,2021-2-14 5,5,17,31,27,50,0.4,17,71,1014.2,0.7,159.7
16080,A2,2021-2-14 6,4,22,41,29,39,0.4,16.8,72,1014.5,0.9,161.2
16081,A2,2021-2-14 7,5,19,35,32,42,0.4,17,72,1015.1,0.8,184.9
16082,A2,2021-2-14 8,6,18,43,33,52,0.5,18.3,67,1016,0.8,209.4
16083,A2,2021-2-14 9,7,16,44,38,70,0.4,19.5,62,1016.5,1.1,272
16084,A2,2021-2-14 10,6,10,42,32,96,0.4,20.8,53,1016.6,1,279.1
16085,A2,2021-2-14 11,6,8,32,23,113,0.4,21.9,47,1016.1,1.5,269.2
16086,A2,2021-2-14 12,5,7,27,24,117,0.4,22.7,43,1014.9,1.6,302
16087,A2,2021-2-14 13,5,7,26,19,120,0.4,23.7,40,1013.6,1.6,262.7
16088,A2,2021-2-14 14,5,7,30,22,117,0.3,24.4,37,1012.3,1.5,286.2
16089,A2,2021-2-14 15,5,8,26,23,122,0.4,25,36,1011.5,1.3,253.6
16090,A2,2021-2-14 16,5,8,28,22,127,0.4,25.1,36,1011.3,1.2,236.4
16091,A2,2021-2-14 17,5,9,33,21,122,0.4,24.5,37,1011.3,1.3,225.4
16092,A2,2021-2-14 18,5,16,32,24,106,0.5,23.6,39,1011.4,0.8,193.6
16093,A2,2021-2-14 19,5,30,38,21,78,0.6,22.9,42,1011.7,0.9,164.8
16094,A2,2021-2-14 20,5,42,52,32,57,0.7,22.3,45,1012.2,0.8,167.7
16095,A2,2021-2-14 21,5,35,58,35,59,0.7,21.8,47,1012.6,1.5,175
16096,A2,2021-2-14 22,5,17,64,43,75,0.5,20.5,59,1012.8,2.5,178.1
16097,A2,2021-2-14 23,6,18,46,36,69,0.4,19.9,63,1012.7,1.8,176.9
16098,A2,2021-2-15 0,6,17,41,27,62,0.5,19.6,64,1012.5,0.9,191.8
16099,A2,2021-2-15 1,5,15,40,30,66,0.4,19.3,65,1012.4,0.8,181.7
16100,A2,2021-2-15 2,4,16,42,28,56,0.4,18.9,67,1012.1,0.4,226.6
16101,A2,2021-2-15 3,5,15,43,27,51,0.3,18.5,68,1011.8,0.4,358.9
16102,A2,2021-2-15 4,4,23,35,29,35,0.4,18.1,70,1011.7,0.4,150.7
16103,A2,2021-2-15 5,4,28,35,31,25,0.4,18,71,1012,0.4,73.9
16104,A2,2021-2-15 6,5,31,40,31,14,0.5,17.7,73,1012.7,0.5,47.7
16105,A2,2021-2-15 7,5,32,47,36,19,0.6,17.8,74,1013.6,0.3,6.9
16106,A2,2021-2-15 8,6,26,51,39,43,0.6,19.6,65,1014.4,0.7,27
16107,A2,2021-2-15 9,7,22,55,38,70,0.5,20.9,58,1015.1,1.2,66
16108,A2,2021-2-15 10,8,20,59,46,96,0.5,22,52,1015.2,1.8,39.8
16109,A2,2021-2-15 11,7,15,59,43,111,0.5,23.4,41,1014.5,2,42.3
16110,A2,2021-2-15 12,7,11,48,35,127,0.4,25,37,1013.5,1.4,74.2
16111,A2,2021-2-15 13,7,9,39,33,138,0.4,25.9,34,1012.5,1.4,97.1
16112,A2,2021-2-15 14,6,10,37,24,141,0.4,26.5,32,1011.6,1.6,175.7
16113,A2,2021-2-15 15,6,9,39,22,142,0.4,26.7,31,1010.8,1.6,184.2
16114,A2,2021-2-15 16,6,8,33,23,141,0.3,26.4,32,1010.4,2.1,176.7
16115,A2,2021-2-15 17,6,10,29,25,129,0.3,25.9,32,1010.3,1.5,150.7
16116,A2,2021-2-15 18,5,14,30,17,127,0.4,24.7,35,1010.5,1.7,166.7
16117,A2,2021-2-15 19,5,16,36,19,105,0.4,23.6,35,1011.1,1.9,158.4
16118,A2,2021-2-15 20,5,12,35,20,93,0.3,22.7,35,1012,2.6,162.1
16119,A2,2021-2-15 21,5,11,27,17,90,0.3,22,35,1012.5,2.4,167.8
16120,A2,2021-2-15 22,5,16,28,18,78,0.3,21.3,38,1012.9,1.1,161.6
16121,A2,2021-2-15 23,5,15,34,23,86,0.3,20.7,45,1013.3,1.1,152.4
16122,A2,2021-2-16 0,5,14,29,22,91,0.3,20.2,58,1013.6,0.9,156.9
16123,A2,2021-2-16 1,5,14,35,20,84,0.3,19.9,63,1013.6,1.3,153.1
16124,A2,2021-2-16 2,5,16,31,25,74,0.4,19.6,67,1013,1.1,123.2
16125,A2,2021-2-16 3,5,17,35,23,65,0.4,19.2,68,1013,0.9,52.6
16126,A2,2021-2-16 4,5,20,39,24,55,0.4,18.9,69,1012.8,0.9,49.2
16127,A2,2021-2-16 5,5,19,40,26,57,0.4,18.5,68,1013,1.2,53
16128,A2,2021-2-16 6,5,20,42,25,52,0.4,18.2,67,1013.4,0.8,97.7
16129,A2,2021-2-16 7,5,21,37,22,54,0.4,18.5,66,1014.1,0.6,99.6
16130,A2,2021-2-16 8,5,20,33,23,58,0.4,19.3,63,1014.9,1,79.3
16131,A2,2021-2-16 9,5,19,39,23,65,0.4,20.3,60,1015.8,0.8,65.1
16132,A2,2021-2-16 10,6,18,41,21,71,0.4,21.1,58,1015.9,0.7,91.7
16133,A2,2021-2-16 11,13,14,42,21,88,0.4,22.3,53,1015.2,1.1,160
16134,A2,2021-2-16 12,12,10,43,21,105,0.3,23.3,49,1014,1.8,177.9
16135,A2,2021-2-16 13,11,11,38,22,112,0.4,23.9,47,1013.1,1.7,197.1
16136,A2,2021-2-16 14,6,8,40,22,120,0.3,24.4,44,1012.5,1.8,178
16137,A2,2021-2-16 15,6,7,33,18,123,0.3,24.9,40,1012,1.5,181.1
16138,A2,2021-2-16 16,5,7,34,18,125,0.3,24.9,41,1012,1.5,177.9
16139,A2,2021-2-16 17,4,9,28,18,121,0.3,24.7,42,1012.3,0.6,162.6
16140,A2,2021-2-16 18,5,16,38,17,111,0.4,24,44,1012.6,0.6,140.2
16141,A2,2021-2-16 19,5,18,37,17,104,0.4,23.8,45,1013.1,0.5,132.7
16142,A2,2021-2-16 20,5,31,42,18,80,0.5,23.7,46,1013.8,0.3,103
16143,A2,2021-2-16 21,5,33,51,28,62,0.6,23.4,48,1014.4,0.4,357.3
16144,A2,2021-2-16 22,5,35,60,41,64,0.6,23.1,50,1014.9,0.9,317.3
16145,A2,2021-2-16 23,5,15,65,36,83,0.4,22.8,49,1015.2,2.7,356.5
16146,A2,2021-2-17 0,5,11,52,31,68,0.4,21.8,49,1015.5,3.2,1.6
16147,A2,2021-2-17 1,5,11,46,27,66,0.4,20.9,50,1015.5,3.2,357.6
16148,A2,2021-2-17 2,5,10,46,31,63,0.5,20.1,51,1015.6,2.8,357
16149,A2,2021-2-17 3,5,10,35,22,55,0.5,19.2,53,1015.8,3.3,1.5
16150,A2,2021-2-17 4,4,10,25,17,56,0.5,18.6,55,1016.1,3.3,351.4
16151,A2,2021-2-17 5,4,10,22,15,49,0.5,18,57,1016.6,3.3,350.1
16152,A2,2021-2-17 6,5,13,16,16,48,0.6,17.7,58,1017.3,3.1,349.1
16153,A2,2021-2-17 7,4,12,18,8,49,0.6,17.4,57,1018.1,3.7,354.7
16154,A2,2021-2-17 8,4,10,15,10,63,0.5,18,50,1019.1,3.8,10.4
16155,A2,2021-2-17 9,4,10,20,8,69,0.5,18.8,47,1019.6,3.6,10.6
16156,A2,2021-2-17 10,4,10,17,6,77,0.5,19.6,44,1019.8,3.1,15.9
16157,A2,2021-2-17 11,4,9,20,6,88,0.5,20.6,41,1019.4,2.8,3.3
16158,A2,2021-2-17 12,4,8,15,6,100,0.4,21.5,38,1018.6,2.4,354.1
16159,A2,2021-2-17 13,4,9,14,6,108,0.4,22.1,36,1017.8,2.7,3.5
16160,A2,2021-2-17 14,4,9,17,7,112,0.4,22.7,34,1017,2.7,351.5
16161,A2,2021-2-17 15,4,8,19,12,113,0.4,23.1,32,1016.8,2.5,355.8
16162,A2,2021-2-17 16,4,9,15,11,112,0.4,23.4,30,1016.8,2.4,352.3
16163,A2,2021-2-17 17,5,11,38,12,112,0.4,23.3,28,1017.1,2.5,352.2
16164,A2,2021-2-17 18,5,16,29,12,100,0.4,22.7,28,1017.6,2.4,348.2
16165,A2,2021-2-17 19,5,16,32,14,83,0.4,22.2,30,1018.3,2.1,350.7
16166,A2,2021-2-17 20,8,16,29,18,72,0.3,21.5,34,1019.1,2.3,351.4
16167,A2,2021-2-17 21,6,19,27,11,67,0.4,21,33,1019.7,1.9,359.7
16168,A2,2021-2-17 22,6,21,32,15,71,0.4,20.5,32,1020.1,1.7,13.4
16169,A2,2021-2-17 23,5,27,38,19,58,0.4,19.8,31,1020.7,2.1,17.9
16170,A2,2021-2-18 0,5,24,36,16,57,0.4,19.3,32,1021,1.5,26.9
16171,A2,2021-2-18 1,5,20,35,14,60,0.3,18.8,32,1021,1.7,21.3
16172,A2,2021-2-18 2,5,25,30,14,57,0.3,18.3,32,1021.1,2,18.5
16173,A2,2021-2-18 3,5,13,34,13,76,0.3,17.7,32,1021.4,2.3,3.7
16174,A2,2021-2-18 4,5,14,28,14,75,0.3,17.1,33,1021.6,2.2,11.2
16175,A2,2021-2-18 5,5,27,27,16,60,0.3,16.5,35,1021.9,2.1,19.7
16176,A2,2021-2-18 6,5,33,35,12,54,0.3,16.2,35,1022.7,2,20.3
16177,A2,2021-2-18 7,5,28,37,18,61,0.3,16.3,34,1023.6,2,19.6
16178,A2,2021-2-18 8,6,16,33,12,79,0.3,17,29,1024.4,2.8,18.4
16179,A2,2021-2-18 9,6,13,40,16,91,0.3,18.1,23,1025,3.2,32.7
16180,A2,2021-2-18 10,6,13,44,13,94,0.3,19.1,21,1025.1,2.7,40.3
16181,A2,2021-2-18 11,6,10,42,13,104,0.2,20,20,1024.4,2.8,33.6
16182,A2,2021-2-18 12,7,10,38,11,111,0.3,20.8,20,1023.4,2,34.5
16183,A2,2021-2-18 13,6,9,37,16,118,0.2,21.7,20,1022.4,1.5,57.9
16184,A2,2021-2-18 14,6,9,29,7,125,0.2,22.6,20,1021.5,1.2,56.1
16185,A2,2021-2-18 15,5,9,32,16,129,0.2,22.7,19,1020.9,1.9,354.6
16186,A2,2021-2-18 16,5,10,25,8,127,0.2,22.9,18,1020.6,1.9,14.3
16187,A2,2021-2-18 17,5,13,27,10,126,0.2,22.8,17,1020.7,1.5,350
16188,A2,2021-2-18 18,6,16,30,17,113,0.3,22.1,16,1021.1,1.8,341
16189,A2,2021-2-18 19,5,24,37,18,96,0.4,21.5,17,1021.4,1.2,348.9
16190,A2,2021-2-18 20,6,41,42,19,64,0.5,20.9,20,1021.7,0.8,359.1
16191,A2,2021-2-18 21,6,77,47,22,15,0.7,19.9,24,1022.1,0.3,359.8
16192,A2,2021-2-18 22,6,61,65,35,32,0.6,19.4,33,1022.4,1.4,126
16193,A2,2021-2-18 23,6,19,68,38,88,0.4,18,54,1022.5,2.3,162.7
16194,A2,2021-2-19 0,10,21,53,28,78,0.4,17.5,57,1022.3,1.8,166.7
16195,A2,2021-2-19 1,8,20,51,25,77,0.4,17.3,57,1021.9,1.5,171.9
16196,A2,2021-2-19 2,5,21,52,31,65,0.4,17.1,57,1021.8,0.9,164.9
16197,A2,2021-2-19 3,5,32,54,26,47,0.4,16.9,58,1021.6,0.6,148.5
16198,A2,2021-2-19 4,5,33,59,31,52,0.4,16.7,60,1021.5,0.7,121.5
16199,A2,2021-2-19 5,5,32,59,30,48,0.4,16.5,62,1021.8,0.5,119.9
16200,A2,2021-2-19 6,5,30,58,26,52,0.4,16.4,64,1022.2,1.2,84.6
16201,A2,2021-2-19 7,5,25,63,29,67,0.5,16.5,63,1022.9,1.3,82.7
16202,A2,2021-2-19 8,6,27,58,30,69,0.5,17.5,58,1023.5,1,94.4
