,place,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3743,A,2020-12-26 9,16.04463,290.365,0.009237071,79.90024,2.518885,95.68784,0,0.5659135,222.51236,101.898,17.98727,4.116821,321.1837,121.5474,146.0548,12.2266,86.49772,57.70343,45.61467,12.78922,0.322102
3744,A,2020-12-26 10,16.66378,292.8766,0.008860247,73.71686,2.83868,95.25524,0,0.347629,350.84686,101.9106,61.04693,10.397536,321.6597,249.6348,299.968,10.714392,84.01237,49.30526,39.94676,21.32796,0.2931921
3745,A,2020-12-26 11,17.9412,296.7586,0.008618862,65.94851,3.134055,104.12352,0,0.11172096,567.2964,101.8995,124.57435,19.11088,324.2756,415.2195,498.9386,9.793562,83.6587,45.94376,37.78627,25.79802,0.283216
3746,A,2020-12-26 12,19.16551,300.0759,0.00837736,59.1619,3.328934,108.2214,0,0.05014761,759.3263,101.8437,183.3999,26.70106,327.6914,542.9548,652.4286,9.152129,81.39838,42.8465,35.47134,29.68225,0.2681596
3747,A,2020-12-26 13,20.16269,302.5528,0.008200908,54.19748,3.390874,110.2182,0,0.03701684,865.0723,101.7607,225.7683,32.01369,330.7592,620.1818,745.2271,7.991793,65.81115,36.91887,30.48178,42.80081,0.2089733
3748,A,2020-12-26 14,21.06625,304.174,0.008202686,51.08289,3.343851,122.2587,0,0.05222601,950.9824,101.6717,244.2396,34.31994,334.2402,639.791,768.7894,7.675603,46.30025,32.3442,26.46543,63.94933,0.1636073
3749,A,2020-12-26 15,21.89712,304.5553,0.008198601,48.35894,3.789245,135.9531,0,0.1007416,1012.4054,101.5839,244.6615,34.05438,337.4059,600.3862,721.4402,6.857114,36.17787,30.30284,24.66471,77.84998,0.1510371
3750,A,2020-12-26 16,22.3822,303.758,0.008138338,46.49561,4.204706,141.0032,0,0.11242315,1015.247,101.5038,218.4839,30.53614,339.1859,505.4853,607.4049,6.047805,40.55194,30.87254,24.93092,74.33588,0.1577276
3751,A,2020-12-26 17,22.56668,302.1321,0.008265157,46.65066,4.126711,140.2881,0,0.12749563,996.4737,101.4619,163.5523,23.46088,340.7912,363.0526,436.2539,5.879964,56.20389,34.65553,27.2439,57.03973,0.1814065
3752,A,2020-12-26 18,22.28788,299.3934,0.008586773,49.37236,4.229336,149.3803,0,0.1761966,870.1225,101.4686,97.29362,13.97593,341.8557,188.7827,226.8464,7.047764,79.86691,39.85409,30.44852,29.86439,0.2324598
3753,A,2020-12-26 19,21.42005,296.1876,0.008863432,53.9489,4.276399,151.8767,0,0.2179131,551.7164,101.5042,37.69356,3.8293756,341.1836,40.2825,48.4047,7.748441,94.89231,46.81767,34.02619,12.90128,0.2728267
3754,A,2020-12-26 20,20.55234,294.3291,0.009175391,59.02855,3.854758,150.0508,0,0.2918484,374.8784,101.5438,12.461428,0.4963619,339.9249,0,0,8.819965,99.02481,53.15805,36.82028,6.986362,0.2967936
3755,A,2020-12-26 21,19.88087,293.3466,0.009410575,63.22246,3.105299,155.2747,0,0.3882189,320.8205,101.5831,5.110337,0.3247187,338.8629,0,0,8.841965,98.74986,58.05902,37.85103,5.376917,0.3053071
3756,A,2020-12-26 22,19.18796,292.5522,0.009687879,68.08393,2.600908,154.8279,0,0.4297221,209.8925,101.6073,2.926759,0.16121276,337.5091,0,0,8.346457,89.49221,53.93539,34.74677,12.043728,0.2607814
3757,A,2020-12-26 23,18.61589,291.8838,0.009938529,72.48103,2.079267,155.1518,0,0.4410438,111.642,101.6086,1.497912,-0.2460675,336.0887,0,0,9.454431,81.48072,49.40153,32.55127,16.56194,0.2344449
3758,A,2020-12-27 0,18.29643,291.4217,0.01036924,77.16953,1.4164774,160.0188,0,0.3851878,319.29,101.584,-0.29949182,-0.4245158,337.0418,0,0,10.471543,79.61553,49.00161,30.47906,13.819494,0.2502673
3759,A,2020-12-27 1,17.88213,290.9727,0.01040495,79.55783,0.7805409,151.0559,0,0.3479896,288.7353,101.5887,-0.7285712,-0.4709516,336.0351,0,0,10.4034,82.3854,48.50461,29.84651,11.10794587,0.2483558
3760,A,2020-12-27 2,17.50176,290.5463,0.01049027,82.23008,0.3028341,118.6439,0,0.3855987,61.63468,101.5911,-1.2912461,-0.3807583,334.7943,0,0,11.477634,98.30315,50.47397,31.05299,0.260342797,0.2971146
3761,A,2020-12-27 3,17.22059,290.2003,0.01059434,84.59367,0.4172451,115.5489,0,0.4038822,65.54633,101.5962,-2.082032,-0.4404692,333.5887,0,0,11.259104,102.66479,52.37651,32.85368,0.000995857,0.3477882
3762,A,2020-12-27 4,16.86039,289.7987,0.01075435,87.92974,0.5112237,100.84353,0,0.4161766,64.18309,101.6069,-2.600308,-0.5128538,331.6823,0,0,11.120165,101.66703,53.96711,34.09721,0.000352312,0.3791638
3763,A,2020-12-27 5,16.58512,289.4657,0.01085303,90.37565,0.8442184,109.3068,0,0.3471155,58.31998,101.6208,-3.308084,-0.6954219,329.8329,0,0,13.84663,101.68123,58.96967,37.90417,0.000166537,0.417375
3764,A,2020-12-27 6,16.22365,289.0793,0.01071754,91.42702,1.076382,101.05547,0,0.2426242,69.30561,101.6382,-3.620618,-0.8378216,328.5859,0,0,17.42636,120.2483,70.21576,45.91301,3.82E-09,0.5751155
3765,A,2020-12-27 7,15.68655,288.5593,0.01076544,95.16946,0.848865,75.89965,0,0.3177335,20.47299,101.6558,-3.420708,-0.75344,327.2202,0,0,39.80019,153.7269,104.88426,71.27535,0.416245,0.933518
3766,A,2020-12-27 8,15.67261,289.5433,0.0103424,91.6064,1.529096,36.409969,0,0.3057039,42.62203,101.6833,8.829588,1.724962,325.5466,84.1106,101.0695,94.12798,148.9865,130.0288,95.49952,3.366454,1.031322
3767,A,2020-12-27 9,15.87637,290.0974,0.010208231,89.14472,1.592996,41.72515,0,0.3009768,50.60683,101.6905,13.1394,2.81563,325.6057,119.9546,144.1405,53.10546,112.1424,105.9596,79.59654,8.622295,0.7257731
3768,A,2020-12-27 10,17.37381,293.638,0.009875339,78.43815,1.709049,31.42703,0,0.2961958,179.53969,101.7031,48.55807,9.475507,329.0035,247.7606,297.7156,46.13193,113.85205,95.49275,73.65508,13.00048,0.6910392
3769,A,2020-12-27 11,19.17153,298.5132,0.009341649,66.00944,1.49431,24.8459,0,0.2508915,348.4674,101.6898,101.53045,18.41361,333.7402,412.897,496.1475,26.68346,98.05305,83.10182,65.14324,19.38486,0.4791727
3770,A,2020-12-27 12,20.78145,302.4828,0.009054038,57.67384,1.552158,20.64095,0,0.2249679,510.4741,101.6247,153.8906,26.41805,338.8222,540.5437,649.5319,16.56648,94.42479,76.33922,61.17627,22.49868,0.3800681
3771,A,2020-12-27 13,22.19276,305.5628,0.008806005,51.19209,1.427663,24.73835,0,0.1648323,660.4315,101.5362,189.7348,32.17172,343.6177,617.9162,742.505,14.526486,94.11999,66.80496,54.38892,24.11527,0.3604914
3772,A,2020-12-27 14,23.4484,307.7235,0.008653056,46.35138,1.0463371,50.78056,0,0.11792465,819.5829,101.4409,202.2022,34.70756,347.7231,638.4271,767.1502,12.130388,87.02074,53.73298,44.58311,31.14144,0.3097558
3773,A,2020-12-27 15,24.47586,308.4799,0.00860722,43.10005,1.1740742,98.52989,0,0.09066849,949.533,101.3504,199.7433,34.25561,351.4403,599.8426,720.7872,12.46243,89.40119,47.36089,39.97704,30.77414,0.2945829
3774,A,2020-12-27 16,25.20536,307.9161,0.008534979,40.70889,1.470806,109.31607,0,0.0346278,1047.4217,101.262,176.2011,30.53809,354.4607,505.3,607.1813,13.68943,98.05149,44.20837,37.50734,24.3192,0.2897048
3775,A,2020-12-27 17,25.70863,306.1594,0.008405081,38.79429,1.841307,106.42077,0,0.01433601,1132.8024,101.2119,132.7572,23.96179,356.3418,363.7534,437.0957,15.38969,116.6983,45.0651,37.84255,9.040483,0.2897668
3776,A,2020-12-27 18,25.85715,303.402,0.008324418,38.06314,1.920447,104.38235,0,0.01199256,1066.612,101.2131,72.71771,14.43375,356.5377,190.3875,228.7747,17.92501,127.064,50.88074,41.31247,1.74367686,0.3398616
3777,A,2020-12-27 19,25.47403,300.0613,0.008185353,38.32563,1.957177,94.46634,0,0.00650727,695.9246,101.2392,20.744619,3.7483142,355.4969,40.6998,48.906,18.08263,130.5107,65.31449,50.19408,0.11549298,0.4297811
3778,A,2020-12-27 20,24.61559,298.0563,0.008162203,40.35268,1.293519,97.20625,0,0.05448306,234.1295,101.2862,3.45269,0.19197989,354.3839,0,0,20.70942,141.6487,90.46081,65.10475,0.01044215,0.6064074
3779,A,2020-12-27 21,24.0554,297.1523,0.007950519,40.77015,1.1662701,99.01896,0,0.07900685,105.03735,101.3256,-0.635272,0.16501858,352.8786,0,0,25.25813,129.1345,106.5707,73.14024,0.000546747,0.5951477
3780,A,2020-12-27 22,23.31471,296.3031,0.007827783,42.08771,1.250079,137.8257,0,0.06088295,39.31369,101.3652,-1.93298764,0.07430742,352.5795,0,0,12.38179,104.6337,91.99878,65.68883,0.001574597,0.4178406
3781,A,2020-12-27 23,22.13619,295.1017,0.008670058,50.41412,2.479582,147.8081,0,0.04898548,110.22466,101.3775,-2.25644,0.2788399,348.2634,0,0,10.319986,90.96365,79.51507,59.81586,3.658404908,0.3398329
3782,A,2020-12-28 0,20.47423,293.5674,0.009735853,62.7729,1.767496,175.1307,0,0.12886991,104.27435,101.3589,-0.7205718,-0.0643993,344.3652,0,0,16.244875,86.60393,69.26469,49.3888,9.21323877,0.3359258
3783,A,2020-12-28 1,19.74621,292.8421,0.010142853,68.54799,1.2569472,142.9348,0,0.1628228,110.57274,101.3467,-0.6686065,-0.15973239,342.512,0,0,9.920452,82.53972,76.14599,53.74744,13.02558121,0.3130788
3784,A,2020-12-28 2,19.17311,292.292,0.01038984,72.88686,0.7219162,97.11441,0,0.2443902,132.4639,101.3448,-0.3762813,-0.4417658,341.9741,0,0,8.019978,85.39481,79.74456,56.26156,9.847699596,0.3126117
3785,A,2020-12-28 3,18.67978,291.7585,0.01042787,75.5293,0.5781053,255.8498,0,0.2348908,64.38604,101.3434,-0.86389933,-0.4029585,339.9906,0,0,8.440078,94.77353,88.4892,59.27087,1.038723132,0.3600418
3786,A,2020-12-28 4,18.06993,291.1583,0.01076828,81.14011,0.5576137,218.8566,0,0.2775567,56.2182,101.3602,-0.7555127,-0.4814131,338.13,0,0,8.617756,94.45037,93.92281,63.01097,0.06273872,0.3793611
3787,A,2020-12-28 5,17.83433,290.8416,0.01079265,82.62554,0.28075302,77.42034,0,0.2693841,33.42151,101.3964,-1.741955,-0.4203416,337.4681,0,0,10.34052,96.86813,109.19687,74.61395,0.002339404,0.4487602
3788,A,2020-12-28 6,17.62987,290.5708,0.01078729,83.74287,0.5483952,44.57656,0,0.1779763,35.56253,101.4379,-2.553401,-0.5518059,336.7639,0,0,14.05136,109.612,140.5459,98.22567,3.03E-08,0.6009941
3789,A,2020-12-28 7,17.31274,290.2092,0.01063881,84.36583,0.6016656,38.12156,0,0.147849,20.58687,101.4742,-3.102625,-0.509098,335.601,0,0,19.07759,121.7012,181.8922,131.7373,0.4018965,0.7899791
3790,A,2020-12-28 8,17.54613,291.2222,0.01068159,83.54049,0.9064821,37.92896,0,0.14350897,37.18067,101.5084,6.399253,1.9832206,334.5298,83.188,99.9607,33.78908,114.4311,167.5676,127.1017,3.894599,0.7525605
3791,A,2020-12-28 9,17.78655,291.7763,0.01068534,82.18812,0.9572361,35.01509,0,0.1246921,46.41401,101.515,10.2283,3.074866,334.195,118.9267,142.9051,42.05242,107.7278,152.6723,125.1882,9.734426,0.7319561
3792,A,2020-12-28 10,18.97949,295.291,0.01078852,76.97606,1.597384,34.29066,0,0.1112808,170.68627,101.5318,48.00093,9.670987,336.3412,246.7201,296.4648,40.45178,111.026,105.72534,89.92738,15.85795,0.607402
3793,A,2020-12-28 11,20.75322,299.8434,0.01023121,65.00152,1.990634,74.07781,0,0.0698481,368.2933,101.5243,105.02472,19.47031,340.1589,412.4895,495.6578,25.44445,83.53841,79.68768,69.351,37.61996,0.4136008
3794,A,2020-12-28 12,22.20584,303.4741,0.009844276,56.89241,2.259675,79.57651,0,0.01925861,542.5516,101.4738,160.5172,27.83798,343.4117,541.1603,650.2725,16.64348,62.98207,64.85239,56.3745,58.5274,0.3340908
3795,A,2020-12-28 13,23.51139,306.3064,0.009425221,50.06058,2.215606,81.68454,0,0,875.4958,101.4011,198.0611,33.89419,346.967,619.2964,744.163,11.46492,47.0102,53.52848,46.45095,73.93083,0.2864836
3796,A,2020-12-28 14,24.7608,307.9672,0.008719793,42.77598,2.599645,103.35605,0,0,1162.2568,101.3144,220.7071,37.82285,350.7667,640.0103,769.0538,10.050443,57.04977,54.78426,47.43294,60.27511,0.28455
3797,A,2020-12-28 15,25.46707,307.9913,0.008456103,39.64274,3.494219,115.00906,0,0,1176.875,101.2384,228.0947,38.04913,352.0582,602.1711,723.5846,8.412343,60.54263,51.7142,45.17501,49.64552,0.2446667
3798,A,2020-12-28 16,25.9259,307.3517,0.008495609,38.64601,3.635433,133.174,0,0,1267.267,101.1658,200.7739,33.81956,355.0273,507.7074,610.0746,7.587497,59.29031,48.5958,42.44859,49.98678,0.2164783
3799,A,2020-12-28 17,25.86531,305.1399,0.00833732,38.06477,4.588267,139.1694,0,0,1104.933,101.129,161.1916,27.41461,355.3852,366.1259,439.9466,7.385094,62.42197,56.27943,48.39676,49.32829,0.2260669
3800,A,2020-12-28 18,25.13822,302.0333,0.008567983,40.99964,5.057214,148.0717,0,0.02189649,843.5045,101.1404,99.09016,17.2816,354.7521,192.3273,231.1051,7.918938,71.75903,62.0053,51.71957,41.85428,0.2385304
3801,A,2020-12-28 19,23.73573,298.4883,0.009347455,48.99415,5.491463,149.7067,0,0.1339644,545.8008,101.1851,42.80027,4.7486487,352.8488,41.2863,49.6107,6.659617,69.67565,65.25961,53.13231,44.89248,0.2187972
3802,A,2020-12-28 20,22.30464,296.2324,0.009914767,56.89511,5.41782,153.7751,0,0.3272149,402.8835,101.2465,20.23084,0.7242099,350.6894,0,0,6.08301,65.22997,72.63912,58.61288,51.83685,0.2031027
3803,A,2020-12-28 21,21.20897,294.8945,0.010067809,61.94648,5.228307,153.3719,0,0.3496322,349.4217,101.3046,13.33038,0.575399,347.7932,0,0,6.375152,64.38273,76.72663,61.05347,53.61541,0.2040467
3804,A,2020-12-28 22,20.42986,293.9233,0.0101291,65.51376,5.222837,156.296,0,0.3473104,248.8424,101.339,8.436525,0.4784238,344.743,0,0,6.600271,56.84076,76.26338,59.14841,57.80202,0.1964068
3805,A,2020-12-28 23,19.94063,293.263,0.010284424,68.64884,4.570904,156.6219,0,0.398086,187.5164,101.3432,3.732507,0.3526467,343.4132,0,0,7.058776,50.5321,76.2826,57.38816,60.53729,0.1899586
3806,A,2020-12-29 0,19.14989,292.2133,0.01054374,74.10326,2.823791,158.2249,0,0.16012244,511.0047,101.3663,-1.232773,-0.0351835,339.2353,0,0,6.815275,47.92498,81.33496,58.93171,60.04632,0.1783806
3807,A,2020-12-29 1,18.72909,291.8062,0.01059264,76.51279,1.626661,167.0977,0,0.3390969,430.4557,101.3683,-0.9132982,-0.29951992,340.4594,0,0,5.830203,42.62957,84.11924,59.72786,63.77141,0.1606693
3808,A,2020-12-29 2,18.3662,291.4681,0.01050406,77.67543,0.3773415,153.1479,0,0.7570735,340.6568,101.3706,-0.58887477,-0.2756252,342.4736,0,0,5.701737,53.06288,87.04272,61.27094,51.87261,0.1654512
3809,A,2020-12-29 3,18.64057,291.9495,0.01057677,76.80244,0.4427095,167.1466,0,0.7837609,281.8556,101.3727,1.9351007,0.1557854,381.1215,0,0,6.038138,70.19058,89.26102,62.72642,33.2337,0.1810774
3810,A,2020-12-29 4,18.70867,292.1163,0.01076668,77.85583,0.39688014,151.03038,0,0.821384,111.45505,101.388,3.132759,0.3380563,399.3228,0,0,7.457062,92.34892,91.2227,64.27821,6.46158,0.2094912
3811,A,2020-12-29 5,18.14634,291.2128,0.01102985,82.76542,1.0881705,84.40831,0,0.7533881,219.3344,101.4151,-1.0175402,-0.6023512,342.5882,0,0,9.848366,88.15136,97.86124,69.8378,2.134823,0.2186585
3812,A,2020-12-29 6,18.28252,291.2933,0.0110176,81.97888,1.3608191,94.1382,0,0.7500173,255.3373,101.4663,-1.691882,-0.119877826,361.1941,0,0,9.560892,94.35007,104.3234,76.08844,1.132066,0.2671689
3813,A,2020-12-29 7,17.70016,290.7319,0.01109503,85.85364,1.173238,86.47918,0,0.7602366,224.9492,101.5167,-1.453329,-0.4291602,356.937,0,0,21.56842,122.0961,115.6178,83.74026,0.5372614,0.4795743
3814,A,2020-12-29 8,18.3333,292.2708,0.01082145,80.32106,1.942224,77.51065,0.000295796,0.7008222,61.71696,101.5552,9.859414,2.9932651,358.0443,82.4901,99.1221,36.22977,122.4716,104.29176,78.9294,5.4843,0.5580416
3815,A,2020-12-29 9,18.42087,292.602,0.01072989,79.20902,1.92864,71.69182,0,0.6935124,78.45171,101.5702,12.81532,4.131187,341.2125,117.6891,141.4179,28.69313,112.6587,99.99556,77.82809,11.75754,0.427879
3816,A,2020-12-29 10,19.37483,295.5329,0.0105082,72.96453,2.133278,84.2501,0,0.7877079,243.86465,101.5856,49.58184,10.715499,342.3024,245.8339,295.4004,21.5697,105.76931,85.88691,68.31363,18.52759,0.3570209
3817,A,2020-12-29 11,20.34339,298.5943,0.01038164,67.65895,2.038351,89.22516,0,0.7891882,399.832,101.5878,87.27519,15.88786,387.452,303.3029,364.4575,14.45491,83.76595,68.34162,55.17598,31.75374,0.295128
3818,A,2020-12-29 12,21.51913,303.572,0.01050132,63.41443,1.2292665,89.93776,0,0.4167803,599.6077,101.543,154.5708,25.94871,346.5133,540.9422,650.0104,10.282293,66.99682,55.19589,44.76302,45.93644,0.2564781
3819,A,2020-12-29 13,22.65715,306.5079,0.01067183,59.88343,1.0302991,111.25087,0,0.1099137,788.734,101.4779,193.8293,31.07436,349.604,619.7258,744.6789,9.188358,66.19123,51.29759,41.37374,50.35304,0.2500551
3820,A,2020-12-29 14,23.7433,308.2685,0.01059407,55.48814,1.201037,129.1667,0,0.00516813,958.0466,101.4079,213.1352,33.78794,352.2094,641.342,770.6539,9.811092,74.18588,51.59878,41.45227,46.21705,0.2672054
3821,A,2020-12-29 15,24.69077,309.0171,0.010149097,50.07237,1.153443,134.5698,0,0,1028.6224,101.3421,207.2171,33.52805,354.9634,603.5239,725.2098,11.87636,85.3418,55.35993,44.21743,33.85099,0.2805488
3822,A,2020-12-29 16,25.51264,308.6985,0.00989397,46.31057,0.9808811,118.5053,0,0,1179.827,101.2817,177.4623,29.72686,358.5484,509.4327,612.1479,11.11967,84.44078,51.66744,40.76643,28.84928,0.2502383
3823,A,2020-12-29 17,26.19501,307.2696,0.009825396,44.02383,0.9474553,341.6347,0,0,1334.479,101.253,130.6465,22.88031,362.0525,367.9234,442.1062,14.42182,107.4526,54.32385,40.32282,8.199184,0.3045765
3824,A,2020-12-29 18,26.50995,304.2598,0.009685813,42.53566,2.167338,347.5891,0,0,1376.903,101.2758,80.39668,14.69449,363.7502,194.2362,233.3988,12.31593,130.8001,61.30952,46.92011,0.006723496,0.3931089
3825,A,2020-12-29 19,26.3754,301.0327,0.009436822,41.80892,2.926619,353.5152,0,0,1341.054,101.3404,26.234699,4.1993008,363.3804,41.9247,50.3781,9.552391,111.2839,48.58038,38.76201,10.165079,0.2863079
3826,A,2020-12-29 20,26.16897,299.4087,0.009412152,42.26558,3.503078,109.600144,0,0,1452.562,101.4093,1.463123,0.800776,365.4381,0,0,14.05915,84.9391,28.37377,24.28519,4.646965,0.194377
3827,A,2020-12-29 21,23.60924,297.0832,0.008619195,45.45853,7.575498,253.255066,0,0.5283278,791.2753,101.5362,13.821494,1.1717543,357.0341,0,0,16.62746,84.99573,23.81602,20.38605,0.08410876,0.1761128
3828,A,2020-12-29 22,20.99884,294.6874,0.007571356,47.21776,9.22652,111.87876,0,0.4230235,505.1023,101.674,22.00641,1.271305,344.5146,0,0,17.74187,82.82473,19.92005,17.28421,0.022691376,0.1550074
3829,A,2020-12-29 23,19.07441,292.8276,0.006608849,46.78179,9.214983,4.556244,0,0.763264,520.4518,101.7806,24.87049,1.235255,339.208,0,0,18.26499,79.08627,14.91957,13.20267,0.010895652,0.1293341
3830,A,2020-12-30 0,16.05341,290.536,0.005456576,47.15923,9.679007,6.879961,0.001465576,0.7838498,604.5494,101.9693,58.71478,1.304296,380.6097,0,0,18.76623,72.19375,10.44779,9.151002,0.435509428,0.1178038
3831,A,2020-12-30 1,14.77473,288.689,0.005060208,47.6301,9.438067,6.97884,0,0.7217181,557.5639,102.0439,32.72883,1.016323,312.8524,0,0,18.58954,70.10188,9.197441,8.02893,0.474330104,0.1095563
3832,A,2020-12-30 2,13.83733,287.6013,0.004726448,47.39931,9.798246,6.807733,0,0.7362075,513.2226,102.1108,27.19034,0.9922202,307.798,0,0,18.67421,68.28116,8.968641,7.842294,0.29918498,0.1081818
3833,A,2020-12-30 3,13.14301,286.7695,0.004506765,47.38634,8.7496,7.625341,0,0.6727635,521.7406,102.1859,19.13499,0.8917141,302.6427,0,0,18.479,66.36836,9.610978,8.464736,0.08633493,0.1088982
3834,A,2020-12-30 4,12.419,285.9588,0.004357951,48.14855,8.908938,7.024664,0,0.7471451,454.6869,102.2454,15.93175,0.8477164,298.7872,0,0,17.38176,64.22464,10.126434,8.970129,0.023727659,0.1059883
3835,A,2020-12-30 5,11.75636,285.2194,0.004272948,49.40102,9.05472,7.524024,0,0.6624695,443.3639,102.3067,13.034201,0.7989987,295.3486,0,0,15.22662,62.13143,11.09165,9.682056,0.010772684,0.1044243
3836,A,2020-12-30 6,11.0969,284.4993,0.004240227,51.31086,9.160133,7.830899,0,0.6250095,392.0455,102.3688,10.6933,0.738371,291.5734,0,0,12.54518,60.83538,12.49572,10.47582,0.005505411,0.1191199
3837,A,2020-12-30 7,10.396603,283.752,0.004205921,53.41438,8.844448,8.015927,0,0.4909518,366.4734,102.4368,8.451007,0.6544951,287.2423,0,0,10.203897,57.54053,12.21593,10.046442,1.976356,0.1380169
3838,A,2020-12-30 8,10.035902,284.0847,0.004078343,53.08104,9.148479,7.81664,0,0.2705839,384.702,102.4992,40.630765,5.4417598,282.6205,83.993,100.9281,8.788847,44.82698,11.73814,9.702242,11.80454,0.1382601
3839,A,2020-12-30 9,10.008602,284.3835,0.004000064,52.23552,9.381777,9.388601,0,0.2030122,445.0599,102.5181,53.65822,7.645669,281.7061,119.8532,144.0186,8.83936,35.37928,13.66186,11.73479,19.8561,0.1351068
3840,A,2020-12-30 10,10.5526,286.1853,0.003798415,47.77862,9.418506,10.254039,0,0.1399443,535.1457,102.5489,113.28037,13.374357,280.227,250.9282,301.5221,9.106088,30.00508,13.91665,12.23353,27.1879,0.1297134
3841,A,2020-12-30 11,11.60699,289.0307,0.003550837,41.6179,9.395841,11.27236,0,0.0625743,678.7842,102.5642,194.2047,21.38587,280.3346,420.7856,505.6273,8.996338,26.82116,12.66223,11.09661,35.41287,0.1227505
3842,A,2020-12-30 12,12.9499,291.8435,0.003444938,36.88116,9.344537,10.86294,0,0.0442824,807.0191,102.5264,261.4197,28.53351,282.1915,552.8509,664.3205,8.852629,25.96613,13.39699,11.73189,44.41796,0.1203462
3843,A,2020-12-30 13,14.34742,294.2294,0.003401628,33.13547,9.281048,12.65817,0,0.01856244,933.3281,102.4542,305.015,34.11346,284.7985,633.9047,761.7169,9.014897,27.55844,15.67888,13.93196,52.74382,0.1228527
3844,A,2020-12-30 14,15.50996,295.8755,0.003397879,30.60936,9.0353,13.9206,0,0.01744662,1073.775,102.3752,320.2191,36.99397,287.2589,656.6592,789.0598,9.441307,29.63831,19.11777,17.22572,59.86017,0.1249528
3845,A,2020-12-30 15,16.36282,296.5829,0.003404646,28.96396,8.786176,14.16794,0,0.00547905,1217.782,102.3057,306.4712,36.82708,289.1872,619.164,744.0036,9.799986,33.24481,22.24424,20.16274,62.81204,0.1275201
3846,A,2020-12-30 16,16.811,296.1953,0.003359373,27.7234,8.667032,14.83342,0,0,1261.148,102.2475,265.6017,33.62655,289.9791,524.5375,630.2978,9.771692,38.98863,24.26983,22.02397,58.88796,0.1298704
3847,A,2020-12-30 17,16.76353,294.6937,0.003254302,26.9209,8.641236,16.02746,0,0,1288.783,102.2363,200.7772,27.5673,289.226,382.2865,459.3653,9.612991,50.54738,26.98722,24.34421,45.10214,0.1364167
3848,A,2020-12-30 18,16.14145,292.1303,0.003101429,26.71221,8.713031,16.95313,0,0,1210.129,102.2875,117.83754,18.66123,287.9072,204.1155,245.2706,9.499922,62.66938,30.86522,27.51291,30.22942,0.1454716
3849,A,2020-12-30 19,14.8938,289.0693,0.002893909,27.0463,8.740033,19.17015,0,0,968.8001,102.3918,41.99518,5.538432,284.1094,44.0283,52.9056,9.159429,72.67324,39.61749,35.50715,16.66989,0.151448
3850,A,2020-12-30 20,13.28689,286.8141,0.002645708,27.49412,8.569105,21.24147,0,0,659.3789,102.5037,14.90711,1.13203,277.9615,0,0,8.751858,78.5601,42.83912,38.36009,8.025199,0.1580684
3851,A,2020-12-30 21,11.69538,285.1066,0.002380663,27.56754,8.087882,21.72022,0,0,492.5524,102.6027,9.906811,1.0017839,270.5344,0,0,8.391636,76.59982,42.89744,38.26515,8.018911,0.156458
3852,A,2020-12-30 22,10.41088,283.7454,0.002145398,27.15613,7.345298,21.08255,0,0,391.5553,102.6746,6.47577,0.8798567,265.0898,0,0,7.908962,65.24735,39.20365,35.41568,17.83839,0.1423498
3853,A,2020-12-30 23,9.422527,282.6794,0.001952994,26.49071,6.223869,17.94676,0,0.00303633,259.7732,102.7109,3.414353,0.7497625,261.8479,0,0,7.433378,53.05344,35.30331,32.40239,28.717,0.1285484
3854,A,2020-12-31 0,7.983856,280.974,0.001638857,24.68611,6.679759,17.57519,0,0,820.1239,102.7237,-5.000778,0.6985147,254.6243,0,0,7.529417,45.16746,36.24363,33.25016,32.5342,0.1164171
3855,A,2020-12-31 1,7.409173,280.3205,0.001582473,24.81519,6.21473,17.24753,0,0,804.8251,102.7228,-6.967943,0.6299323,252.5723,0,0,7.474787,42.03005,35.31718,32.33298,34.19239,0.111616
3856,A,2020-12-31 2,6.873654,279.7018,0.001545517,25.15875,5.732647,16.60821,0,0,786.0687,102.722,-8.651564,0.5605759,250.7695,0,0,7.352499,39.60519,33.79901,30.89549,36.50164,0.1109962
3857,A,2020-12-31 3,6.358316,279.1139,0.001523691,25.71548,5.523516,14.38099,0,0,767.7286,102.7263,-10.128341,0.5132539,249.2093,0,0,7.331172,40.11587,32.23448,29.49235,36.21137,0.1128076
3858,A,2020-12-31 4,5.883919,278.5614,0.001490043,26.00263,5.233206,12.93687,0,0,752.7762,102.7463,-11.38995,0.4645467,247.8409,0,0,7.356868,41.08563,30.8776,28.34644,35.6438,0.1149225
3859,A,2020-12-31 5,5.439521,278.0345,0.001430402,25.75789,4.915183,11.5214,0,0,720.3891,102.7796,-12.45056,0.4188295,246.5445,0,0,7.460846,46.11789,31.01286,28.40527,32.18311,0.1244716
3860,A,2020-12-31 6,4.977329,277.494,0.001364491,25.39118,4.578023,8.394274,0,0,701.0233,102.8156,-13.03424,0.3718864,245.2304,0,0,7.959518,64.16053,34.19882,30.73583,16.89646,0.1585421
3861,A,2020-12-31 7,4.548277,276.9978,0.001297225,24.88976,4.522578,5.843927,0,0,681.4287,102.8493,-14.13418,0.3498187,244.1846,0,0,8.745328,79.17271,37.04927,32.96213,6.136201,0.203926
3862,A,2020-12-31 8,4.997152,278.4164,0.001216138,22.60597,4.9933,9.222927,0,0,298.2204,102.8778,8.86738,4.0736686,243.8601,87.9123,105.6377,9.140223,72.47916,37.97746,34.13309,15.51226,0.2158218
