,pre_y0,pre_y1,pre_y2,pre_y3,pre_y4,pre_y5
4603,10.75604,101.68699,43.60681,30.76735,2.82E-05,0.5300015
4604,13.76981,107.4469,50.19617,36.53695,0.7283378,0.6440847
4605,14.55756,106.9096,49.57301,38.31343,4.637433,0.6006534
4606,7.889409,89.19388,34.17928,26.02131,14.91633,0.343058
4607,6.55084,73.6433,27.42604,20.84951,31.6306,0.2972253
4608,6.776221,77.73088,27.96258,21.87046,35.44983,0.3110142
4609,9.110264,91.82216,30.50883,24.50474,32.28908,0.3522533
4610,9.510051,81.90346,28.35629,22.84416,46.57262,0.3358792
4611,7.086207,58.18743,24.02516,19.30796,68.77101,0.2857503
4612,4.970896,41.23332,21.72304,17.56371,90.29978,0.2624317
4613,4.549811,41.07057,21.3138,17.20848,91.19714,0.2641545
4614,4.509216,56.28896,21.61429,16.96539,68.17976,0.2806078
4615,4.78666,81.18993,23.83865,17.38626,31.92337,0.3219923
4616,5.323528,98.14946,27.84783,19.49076,9.464438,0.3797818
4617,6.24368,106.0903,31.48458,21.57613,2.862266,0.4309194
4618,6.487983,107.3675,34.14745,22.56743,3.1073263,0.4377192
4619,6.388269,96.22773,33.48514,21.34344,9.186602,0.3890113
4620,6.907735,87.52658,33.07913,20.27705,9.833263,0.3541456
4621,13.470806,91.25139,32.74129,19.39215,2.7237292,0.3469715
4622,10.412752,95.16428,33.82639,19.55194,0.93990891,0.3273538
4623,12.78692,103.30721,37.75568,22.29246,0.01009295,0.4073852
4624,13.595315,114.81644,44.86599,27.71597,1.39E-06,0.502736
4625,13.55181,124.0764,61.19384,40.33123,1.51E-06,0.7827666
4626,17.23277,133.0938,74.81681,52.09352,7.50E-06,1.0258005
4627,14.34414,122.72,76.40528,51.37704,9.65E-08,0.7955336
4628,14.10296,141.3106,103.28274,73.33516,0.4153875,0.9817434
4629,15.660015,126.2668,81.0799,61.04128,3.481689,0.8682178
4630,11.388249,98.88181,51.50909,36.34497,9.677073,0.5355345
4631,10.031548,93.56883,46.47234,32.01993,14.90377,0.435093
4632,10.424463,84.14466,40.94996,27.27413,25.14621,0.3569299
4633,6.235953,67.38254,31.81877,20.84711,39.92576,0.266898
4634,4.336493,46.8716,27.19255,17.51983,69.29236,0.2391756
4635,3.547398,37.37449,25.50282,16.59571,97.21329,0.2341402
4636,2.521463,43.86944,23.69135,15.31133,73.33968,0.2400955
4637,2.396442,48.69236,22.61688,14.76154,62.09283,0.2527423
4638,3.122571,62.43285,21.54172,13.69367,43.78624,0.2591754
4639,4.77408,87.23849,22.73525,14.17697,12.024918,0.3168612
4640,5.645266,96.55938,27.1877,17.19084,1.0711406,0.4093629
4641,7.191366,98.63871,32.8976,20.77533,0.10825287,0.4846509
4642,10.205104,102.2472,40.5202,25.10658,0.008959471,0.5922042
4643,13.59768,106.0652,43.76352,26.49877,0.0013587,0.7017649
4644,14.29041,107.1333,41.78121,24.77398,0.00135242,0.725958
4645,10.76497,99.96132,40.80672,23.15712,0.004179296,0.6254625
4646,9.744581,100.14871,43.83841,23.62331,0.000290359,0.6128464
4647,9.666506,100.7555,54.45746,29.00912,1.85E-06,0.6379597
4648,10.673844,95.27927,63.99143,34.41217,1.03E-07,0.5999284
4649,12.40189,95.94897,74.12357,40.42629,6.43E-06,0.6274323
4650,13.21285,98.3898,70.7851,38.72562,3.19E-06,0.6551726
4651,13.19896,103.89736,71.51975,39.59571,4.73E-05,0.718667
4652,17.15711,119.9657,99.4513,60.63146,0.438697,0.910386
4653,22.07946,151.6455,92.18716,66.31474,3.272361,0.9085734
4654,15.97249,126.9286,75.39862,53.3146,7.491022,0.5393959
4655,13.14021,111.7935,72.5344,53.3973,11.14795,0.4249456
4656,12.457534,102.7306,69.20341,53.50209,18.84089,0.3888637
4657,13.76831,86.42816,63.75735,54.19428,39.26143,0.3666156
4658,13.37122,77.83656,60.08968,52.13584,57.53143,0.3501228
4659,12.76879,64.76893,58.25977,50.62558,82.92338,0.3643893
4660,9.977177,56.08402,53.41869,46.9462,102.04821,0.3022983
4661,10.079423,48.01196,55.76797,49.63653,121.2997,0.297369
4662,11.63446,77.36322,56.91191,49.99759,87.88023,0.3409609
4663,5.335813,84.78382,36.21574,29.5236,42.53228,0.3219416
4664,4.938643,69.99646,37.19227,29.35286,51.62654,0.31607
4665,7.321329,58.93403,51.81234,41.9577,74.37031,0.3241512
4666,8.110069,52.11686,53.73722,43.11737,78.6603,0.3249214
4667,7.346753,46.10813,49.80163,38.64045,80.55693,0.3256997
4668,7.003029,42.60658,52.38147,40.18022,84.17601,0.3456429
4669,7.000881,54.57629,59.25537,46.15407,70.67387,0.3785243
4670,6.535517,51.15011,62.15857,48.84739,69.59566,0.3913691
4671,8.094998,53.34727,62.19627,49.37654,59.96694,0.4014116
4672,8.237104,53.7527,63.10893,49.73816,53.71544,0.4012572
4673,8.414374,60.53117,64.93145,50.70207,43.00732,0.409466
4674,9.446579,75.10472,70.99055,54.27176,26.871294,0.4330409
4675,9.879394,95.07358,78.36389,59.39693,8.20812946,0.4767457
4676,11.420395,106.5376,83.53119,63.20744,2.202913,0.5258222
4677,9.703837,107.1529,84.03661,65.29356,9.617995,0.5242834
4678,9.697855,101.62694,76.80356,62.00671,19.75613,0.5041446
4679,10.90475,101.26857,71.62465,59.08863,26.67842,0.493493
4680,12.2752,100.89438,67.72716,56.52224,33.06311,0.4869837
4681,10.807,83.04436,59.19371,49.23063,51.95841,0.428779
4682,6.952684,56.83956,50.20004,41.26524,77.20975,0.354547
4683,4.838461,37.80818,44.35861,36.21992,101.76572,0.3153046
4684,4.249535,33.89736,41.6589,33.93998,115.07658,0.3154363
4685,4.188891,41.7343,40.01231,32.35292,103.5929,0.3306729
4686,4.742142,63.27202,42.6099,34.02415,73.31985,0.3742451
4687,5.684375,88.31455,48.55103,37.78849,39.7852,0.4359245
4688,6.091709,103.0376,53.3098,40.78084,20.22603,0.4838299
4689,7.616006,116.8611,57.97463,43.47307,7.15034,0.5375138
4690,8.101202,120.5414,61.14104,44.30969,3.700807,0.5496388
4691,7.80746,118.0338,62.32715,43.68332,4.7369,0.5319384
4692,9.416662,119.4051,63.64102,43.18014,2.598558,0.5491923
4693,12.33708,123.5083,57.6136,38.30331,0.2459655,0.6008815
4694,11.978812,122.0801,61.33232,39.8902,0.068863283,0.6221845
4695,9.54334,120.1081,61.48985,39.57837,0.054805085,0.5893212
4696,8.032648,118.843,60.94356,39.13303,0.007739518,0.5673103
4697,7.368944,116.4168,62.05459,39.72879,0.000969792,0.5740051
4698,11.303717,112.216,62.98543,40.70207,0.005032087,0.5826601
4699,20.35757,121.5891,76.3315,50.55531,0.00014692,0.7130292
4700,25.73624,144.175,110.58314,77.89806,0.5664456,1.1013455
4701,22.93066,138.3698,110.3635,83.6763,4.465642,1.252437
4702,14.01026,122.6371,85.22207,66.95483,10.700587,0.6788446
4703,9.297346,95.79786,68.08709,56.38438,32.01679,0.3894791
4704,7.96245,75.5003,63.45523,54.83058,60.87935,0.3375762
4705,7.988503,69.23486,65.22234,56.78517,75.91056,0.3350561
4706,8.54263,62.23391,59.58677,52.2105,90.94596,0.3346093
4707,10.412906,69.8266,58.67911,51.72723,100.31365,0.3609762
4708,9.318279,79.10077,59.22096,52.87638,91.96422,0.3599521
4709,6.673212,76.12399,57.53309,51.50693,81.11979,0.3328445
4710,5.818753,77.17576,54.58282,48.40223,72.28038,0.3371494
4711,5.526218,88.46952,50.60672,43.13706,47.24514,0.3846923
4712,5.915032,102.15258,46.52299,37.74564,25.39801,0.4243637
4713,6.693092,106.7753,47.21407,36.67045,17.43068,0.446753
4714,7.260625,101.2437,50.21598,37.88176,16.39897,0.4484782
4715,7.325559,89.23001,50.94943,36.98424,19.6487,0.4248398
4716,7.064454,80.91978,48.67191,34.07022,21.44187,0.3959352
4717,5.862932,65.4928,46.48008,33.28659,32.84247,0.347715
4718,4.79226,59.20953,45.74218,31.99426,34.65043,0.3101182
4719,6.822453,71.83295,49.45347,33.65302,19.10568,0.3263957
4720,9.513889,80.82264,51.22593,34.47323,9.66821,0.3507813
4721,8.924018,74.03097,45.57395,30.81992,15.122262,0.3279702
4722,8.47219,73.80459,41.10231,28.60573,11.897861,0.3101842
4723,9.85546,83.09303,43.1355,30.68844,1.766743,0.3445432
4724,12.37299,86.12591,46.87785,34.41245,1.967662,0.4051574
4725,14.54957,84.91431,47.1976,35.75951,9.304419,0.4456333
4726,11.82727,86.52162,45.2222,35.01924,16.11463,0.4012008
4727,10.61892,84.70707,41.53292,32.70096,24.5814,0.3766756
4728,10.35203,83.09194,40.15469,31.913,31.9767,0.3656407
4729,8.573323,76.47031,37.7064,30.13583,41.72264,0.3359349
4730,4.77597,54.83121,32.41175,26.1346,62.73213,0.2754109
4731,3.041787,39.20647,28.44701,22.98571,82.80401,0.2506251
4732,2.374593,34.40253,25.4994,20.37059,98.61704,0.2586368
4733,2.478468,41.94808,23.83015,18.82037,88.13063,0.2821416
4734,3.333207,60.21446,23.05436,18.15259,57.90425,0.3057555
4735,5.011219,90.4032,25.41783,19.63554,16.61633,0.3615149
4736,7.536503,102.2334,33.5702,25.09293,0.4188948,0.5186676
4737,11.58338,103.2229,40.17133,29.11389,1.91E-05,0.6628036
4738,13.02001,100.96129,41.40623,28.54082,0.000953012,0.6750371
4739,15.10925,100.64365,42.57457,28.89089,0.000739918,0.7379929
4740,18.68491,101.7072,43.68915,30.03761,0.000943714,0.7891171
4741,14.92081,99.31804,41.4462,28.00679,0.000368599,0.6548181
4742,9.343358,95.73206,43.89074,28.97478,0.000173258,0.7085702
4743,7.334484,92.03525,44.74403,28.90872,0.000497758,0.6832938
4744,7.397847,89.66372,48.11872,30.56438,0.003896096,0.645192
4745,9.16354,89.93847,54.11739,34.15943,0.003249512,0.651421
4746,11.55302,91.95355,59.06472,37.68698,0.000726171,0.6984647
4747,14.14128,105.3841,78.79554,50.1978,8.26E-06,0.9218096
4748,18.92925,132.2947,107.52588,69.14618,0.4061299,1.339793
4749,16.67209,109.8522,79.41778,54.52374,3.799587,1.043034
4750,12.62211,84.225,47.93747,34.35465,13.22952,0.5968492
4751,13.31346,80.03514,41.86079,30.52858,34.6426,0.4719939
4752,11.32318,78.66888,42.08575,32.07461,67.37573,0.4040606
4753,9.643199,79.14805,43.96785,35.05143,81.90324,0.3806921
4754,8.812816,83.7615,44.7275,36.84389,61.36482,0.3842419
4755,9.121083,87.56924,46.0868,38.44487,65.63612,0.3724556
4756,10.483426,82.19406,44.98639,37.52143,91.84312,0.3643737
4757,10.612735,85.91485,38.97047,32.79128,107.23316,0.3530043
4758,6.593835,107.84459,30.91033,26.67052,58.42376,0.341618
4759,6.016269,123.0024,35.26858,29.70407,20.08598,0.4030668
4760,9.360394,141.6707,55.04224,43.9419,0.42219993,0.5931333
4761,16.19582,139.6936,63.48887,47.71321,0.000181324,0.8300293
4762,18.03965,121.9786,49.40098,37.11409,3.98E-06,0.8101799
4763,20.0659,106.4078,39.60632,29.17485,4.69E-05,0.7886023
4764,20.91611,103.3889,37.33918,27.88278,6.41E-05,0.8033669
4765,13.1176,93.73371,35.13448,25.20742,0.00023943,0.77797
4766,9.877068,87.67824,35.8521,25.1211,0.000597656,0.6754374
4767,9.690535,85.91052,37.41625,25.54779,0.001722857,0.6299674
4768,10.217183,83.15444,38.49871,26.1284,0.008152008,0.5786843
4769,11.42777,81.17585,41.40597,28.03413,0.001210242,0.5854747
4770,13.30677,89.41186,50.63944,33.6336,6.90E-05,0.6830325
4771,16.41152,105.9456,72.77358,46.23478,1.76E-06,0.9375405
4772,20.59922,124.8047,95.70395,60.21669,0.4743657,1.267538
4773,20.49578,104.02045,67.60149,47.20797,4.71376,1.0113252
4774,15.110117,82.25528,41.27894,31.83611,17.34559,0.5877266
4775,13.04032,104.05986,44.99244,37.169,26.00462,0.5862381
4776,10.399117,95.40491,40.10403,33.91109,38.32876,0.447401
4777,8.40932,68.71979,34.88027,29.9977,64.12626,0.3233051
4778,5.838574,54.2652,32.94827,28.81832,81.89165,0.280612
4779,5.893572,61.71495,33.57946,29.51645,69.29509,0.2870393
4780,6.329349,57.08446,32.73201,28.84601,79.80419,0.284943
4781,5.895778,54.12955,29.91351,26.35874,82.08424,0.2727772
4782,4.520099,68.407,26.99092,23.40213,55.28823,0.2780597
4783,4.367089,93.15925,26.87385,21.95581,16.46981,0.3510996
4784,6.451679,99.68309,32.04628,24.45925,1.315232,0.4568004
4785,8.553647,96.6089,38.19822,27.22663,0.01873242,0.5709962
4786,8.153111,92.82608,39.58006,27.50292,0.04293809,0.5955303
4787,7.460082,90.95509,38.74751,26.8016,0.015867023,0.5767717
4788,7.437974,88.26719,35.51373,24.99897,0.01346223,0.5203958
4789,5.424574,82.38065,30.55971,21.29538,0.38013666,0.410303
4790,3.860101,77.70999,29.23118,20.00759,1.2691234,0.3407937
4791,5.063224,77.7971,30.34594,20.5217,0.2235745,0.331298
4792,8.758432,81.83522,31.80451,21.83967,0.025989554,0.3636734
4793,11.245183,87.23886,32.77351,22.92832,0.04995745,0.3902622
4794,16.72621,93.14759,37.86074,26.59109,0.006265638,0.4845676
4795,16.34144,106.1655,58.80296,39.99636,4.69E-10,0.6676097
4796,20.43202,148.9858,104.86034,75.20156,0.467286,1.3247607
4797,22.72205,143.0411,94.90903,76.78658,2.958513,1.148189
4798,21.93946,138.8793,77.52516,64.95023,5.88692,0.7544484
4799,18.19867,130.7108,73.12487,60.81189,8.998146,0.618478
4800,11.66525,110.8729,61.03174,51.01094,15.52686,0.4481749
4801,10.013766,103.5172,52.31544,45.02435,24.9303,0.3877793
4802,8.861633,91.56284,45.52831,39.74998,44.55818,0.3658382
4803,6.476104,73.27271,40.9124,36.00178,74.19206,0.3164435
4804,4.000145,57.68161,38.87905,34.7289,91.35124,0.2770411
4805,4.758606,66.72524,38.50742,34.21851,88.82956,0.2960233
4806,8.211739,102.97707,41.6509,36.15809,53.90954,0.3489673
4807,6.84809,114.7927,43.06409,36.68712,31.09831,0.3738833
4808,6.998114,112.3935,46.07004,38.18682,26.997502,0.3946752
4809,7.069067,107.88481,48.8053,39.32023,23.564426,0.3912441
4810,7.410179,133.5908,55.78429,44.11999,0.9721334,0.422378
4811,5.104911,132.4034,31.84149,25.05677,0.12327702,0.4098595
4812,3.605017,135.8664,25.66435,20.79678,0.68253536,0.4120735
4813,7.802517,108.02888,36.937041,31.820629,17.74332,0.4313511
4814,11.725048,73.14942,57.512687,52.6929322,45.02225,0.4711856
4815,11.64436,54.02242,60.3799124,55.8887613,54.76681744,0.4561018
4816,12.584667,44.89764,64.854307,60.1257754,54.27831,0.4652754
4817,13.213383,41.46933,67.53386,62.6038743,55.53425,0.4854621
4818,12.937622,47.72432,61.751636,57.003898,46.57685,0.5032762
4819,13.742136,70.15305,60.196898,55.009594,22.960423,0.5654185
4820,15.47381,89.65105,65.75147,59.79445,4.805877,0.6605339
4821,16.12588,80.22815,65.85956,59.91237,15.08283,0.6534679
4822,14.96001,69.44886,56.84521,51.85049,30.48365,0.6079025
4823,13.36139,64.12396,52.096,47.58562,45.16191,0.5627224
4824,11.79223,58.36459,50.719,46.25531,63.13312,0.5181995
4825,10.676103,49.06163,51.05161,46.65744,89.73282,0.4908442
4826,9.303482,43.96805,49.04507,44.65012,110.8357,0.4589806
4827,7.543272,47.48888,44.14348,39.96984,113.10709,0.4202036
4828,6.971808,69.10084,44.37825,39.83557,89.72957,0.4203726
4829,9.15338,113.98106,47.27151,41.73552,44.28373,0.4638544
4830,12.163309,134.6202,45.09396,37.71805,2.5093935,0.4486182
4831,14.0583,131.0234,43.4254,35.39573,0.061189035,0.4464913
4832,11.22623,130.8028,34.80207,28.9531,3.19E-06,0.4368181
4833,7.300434,121.4673,28.819633,23.778295,0.000135034,0.3801685
4834,7.704221,113.9705,28.857862,23.762026,0.347927008,0.3870749
4835,8.200324,103.24487,35.74225,29.14343,5.107648057,0.4624555
4836,10.480401,117.3424,19.72531,17.63235,0.002058453,0.5898354
4837,5.187403,81.74418,4.685074,3.804584,9.974491,0.3627998
4838,5.246305,56.07414,1.4086785,1.1125776,25.81995,0.3568663
4839,4.785727,71.7964,2.505853,2.0361324,12.363163,0.4285539
4840,4.806091,72.08714,3.916442,3.3395378,16.02414,0.4532691
4841,4.823382,62.96661,2.935712,2.4419635,21.9221,0.4844584
4842,3.753074,65.33641,2.524465,1.845698,19.077547,0.4943241
4843,1.897708,75.21256,3.741084,2.726525,10.401786,0.5182378
4844,1.23716,87.28978,4.38271,3.221281,1.0046467,0.5615362
4845,1.5194466,90.00729,4.881357,3.62897,1.1700695,0.5892113
4846,1.6295655,90.66531,5.417871,4.16837,2.410336,0.5747749
4847,0.844309,93.56768,4.894488,3.794146,3.199917,0.5575599
4848,0.9170096,91.97795,3.127253,2.479795,5.048558,0.5648555
4849,3.0168598,81.30089,4.413136,3.798848,17.216138,0.5436566
4850,2.6296055,79.6297,6.297438,5.577427,16.439331,0.4988963
4851,1.8925722,85.12442,7.444972,6.567291,12.633934,0.4442648
4852,1.4636104,93.52296,12.313485,10.643285,7.168709,0.4034008
4853,3.8796941,99.88911,15.581001,12.742487,2.837771,0.3937868
4854,4.5215592,104.1245,14.366101,10.626096,0.8532096,0.428499
4855,4.3534682,104.1188,13.331865,8.376505,0.002613447,0.4399151
4856,2.8337278,106.3852,18.17985,11.160966,0.006162453,0.4106777
4857,2.2959024,105.9116,21.991419,13.716497,0.005873752,0.4037612
4858,4.224816,101.12324,26.745032,17.843625,0.024751585,0.4667207
4859,4.371443,96.45622,28.564122,19.532123,0.003533624,0.4801801
4860,4.079985,90.07657,21.89086,15.873273,0.03236854,0.4285616
4861,8.95277,111.54468,32.11717,24.0998,0.27952217,0.4976445
4862,4.006615,94.1281,22.38885,15.82389,0.204675404,0.4035157
4863,3.999695,92.20623,30.13847,19.99488,3.14543016,0.4255347
4864,5.06825,84.0624,28.79644,21.00298,6.845840731,0.4261682
4865,4.182196,78.08765,22.40314,16.7329,8.64336212,0.4038295
4866,4.302348,79.08145,24.24156,17.18626,6.5158215,0.4322599
4867,4.97333,84.42005,35.52121,25.71607,1.4687419,0.5002992
4868,6.817527,87.66135,48.83477,35.7965,2.21307,0.5859317
4869,6.406396,79.31353,42.97758,35.2998,11.42911,0.5804197
4870,4.773691,73.71103,30.64154,26.33647,25.16203,0.4955626
4871,4.16018,71.5898,23.86424,20.23373,43.093,0.4529749
4872,3.872863,57.6741,20.56047,17.5315,63.72675,0.4283801
4873,3.450802,45.0332,18.16059,15.82081,84.18694,0.4015862
4874,3.009156,38.69238,17.64671,15.52186,102.2593,0.3832645
4875,2.624092,39.80218,19.32166,16.94742,113.26473,0.3769287
4876,2.398134,44.56064,19.30054,16.86221,112.83884,0.3721708
4877,2.520544,53.50799,17.94378,15.64212,102.87105,0.3687961
4878,2.845672,65.63237,16.51504,14.18549,87.57735,0.3753025
4879,2.785092,76.17847,17.49975,14.43279,70.11993,0.3820495
4880,2.672165,76.93417,19.25123,15.42444,54.21601,0.3782779
4881,3.324734,95.90912,24.17719,19.82441,32.35746,0.3970447
4882,4.911916,116.31518,27.55344,23.18147,10.09292,0.4180317
4883,8.120215,124.1493,27.11487,23.66642,1.4841223,0.4107235
4884,9.799747,124.3776,27.02655,23.9797,1.361368,0.4127262
4885,11.11237,111.0353,26.23765,22.94917,15.180353,0.4092519
4886,11.01795,99.91562,27.17612,23.27185,22.64832,0.3827891
4887,9.71563,108.0395,34.39968,28.43649,13.928556,0.3869488
4888,8.29153,111.8567,41.10226,33.10652,7.379914,0.3966353
4889,8.811461,119.7571,49.01334,38.22924,0.8146759,0.4281022
4890,10.024381,121.8075,57.25318,44.7104,0.55671077,0.4640851
4891,12.22504,126.8859,72.51362,55.94225,0.067791993,0.5564074
4892,15.7318,133.5911,95.33989,71.86958,1.818798,0.6935709
4893,13.16421,119.0506,95.47224,75.48572,12.15337,0.6284273
4894,11.00759,100.6831,69.44397,56.85451,25.69951,0.5123188
4895,10.825641,110.0785,48.71509,42.63665,22.09075,0.4861954
4896,8.566989,100.10151,35.8197,32.17604,29.06716,0.4219221
4897,7.037281,84.329,29.65559,26.60917,42.79216,0.3877012
4898,6.911762,83.5459,28.78922,25.72981,47.54557,0.3880156
4899,7.435466,89.90282,29.3148,26.19548,44.79386,0.3945235
4900,8.144623,98.99959,31.05321,27.72255,38.30425,0.4038605
4901,8.483632,110.8171,32.18367,28.79887,30.38536,0.4096242
4902,9.131088,129.9315,33.86889,30.02225,16.25488,0.4207143
4903,11.73003,148.6176,36.77119,31.72768,0.14953373,0.4530993
4904,15.38779,152.297,43.92428,35.28501,0.00058974,0.5605415
4905,16.56327,152.7116,63.22753,48.50964,0.3748429,0.606571
4906,15.73085,151.9002,81.50969,60.95226,3.509843977,0.7039891
4907,10.181484,119.5085,56.24658,41.74317,0.04194132,0.68447
4908,14.44572,109.0764,49.95325,38.27058,0.262784737,0.6161216
4909,11.844941,112.7041,43.6648,34.73685,0.014251431,0.4644545
4910,9.169132,105.98765,40.04044,32.28066,0.36032902,0.5142526
4911,12.012723,110.005,44.05439,35.45956,0.016566146,0.6288077
4912,16.6817,120.1592,62.07417,48.87394,3.89E-08,0.7578672
4913,14.67733,116.5864,67.18462,52.28381,1.21E-08,0.8273256
4914,12.74845,105.5992,64.49773,51.08764,1.89E-08,0.9029931
4915,12.71331,111.4514,79.34134,60.40067,1.24E-06,0.6984011
4916,15.06103,120.9414,101.81295,75.01606,0.7418064,0.7692919
4917,14.73784,118.715,91.4019,73.06879,4.542874,0.7896689
4918,9.93586,92.23063,60.53686,50.74613,16.72209,0.5139838
4919,6.06653,71.45269,46.28956,40.14931,41.00237,0.3393421
4920,5.028234,60.83763,41.48168,36.95085,60.30843,0.3190765
4921,4.654821,58.44017,41.29767,37.24064,69.50153,0.3215844
4922,4.453643,56.53881,39.66016,36.09934,78.0201,0.3222636
4923,6.861991,66.75837,42.81382,38.91534,79.40816,0.346746
4924,8.78731,78.03622,44.55443,40.24402,78.58039,0.3701927
4925,8.418312,88.15447,42.52508,38.27666,68.80376,0.3773196
4926,9.536877,105.2693,44.30716,39.2668,51.12268,0.4059082
4927,11.61152,131.8963,50.0511,43.43218,19.04483,0.4459724
4928,13.06366,141.6673,59.28682,49.97347,2.89384,0.5252049
4929,11.49081,132.6488,51.68645,43.89524,0.827236307,0.5503475
4930,8.805555,110.6603,39.15023,28.953,0.016368727,0.5117803
4931,11.137523,104.6705,37.50795,26.0166,0.023323852,0.4870077
4932,13.49526,102.76047,35.58829,23.81258,0.077225105,0.4672521
4933,17.91958,97.26362,53.57742,32.52639,0.071714808,0.4839998
4934,13.63096,92.99956,43.32996,26.95576,0.000719385,0.5008145
4935,11.636459,91.97329,44.67902,26.74839,0.000565389,0.5197522
4936,10.440422,92.78671,50.35495,29.46269,0.002959732,0.5517458
4937,9.303931,89.48366,53.36998,31.68339,0.06076592,0.5016011
4938,11.26241,90.48732,62.36161,37.66827,0.040160046,0.5079424
4939,14.64806,100.1563,91.58765,54.30505,0.000739225,0.6271883
4940,14.57593,109.0931,113.4334,67.67515,0.9150384,0.7572363
4941,14.58856,94.11382,92.2389,60.28696,6.966137,0.6417191
4942,12.14166,75.93331,71.24357,50.82405,23.74359,0.4924442
4943,9.651148,54.7485,60.1309,46.93569,63.07789,0.3948802
4944,11.069389,38.1022,55.05899,46.29668,97.37694,0.404426
4945,11.368605,44.84862,53.63532,45.40992,107.97422,0.5115285
4946,12.32228,41.80469,53.7141,45.32672,126.9391,0.4756739
4947,11.02335,41.38346,49.94796,44.36705,130.4781,0.4047262
4948,10.021771,36.76788,47.74611,42.61224,145.2586,0.4074839
4949,10.85385,37.75782,45.25733,40.32815,154.2214,0.4474845
4950,12.17472,46.48576,45.68615,40.61058,152.0825,0.4941881
4951,12.074632,59.79966,50.20978,43.77941,132.1042,0.5341337
4952,10.05117,76.46381,61.34112,52.14943,108.5615,0.5147663
4953,11.85513,106.56,77.59026,63.88922,64.74819,0.5315416
4954,11.597804,120.56252,65.29578,55.37091,17.915682,0.5465325
4955,8.923187,116.04045,68.28195,53.82072,6.2109566,0.566376
4956,11.570486,118.6343,75.84061,57.34186,1.3682343,0.5386732
4957,10.95,117.0319,74.80105,56.99642,6.553053,0.4832107
4958,11.9286,108.0873,77.81682,59.55972,15.778729,0.4195714
4959,6.582073,68.88412,73.45614,59.24396,53.46562,0.3558786
4960,5.994637,65.44405,77.07857,64.19121,51.89811,0.3537791
4961,6.442842,97.94879,85.24491,70.61782,15.94434,0.3992099
4962,8.31192,119.1408,99.36976,80.39719,0.3763773,0.5070875
4963,12.943,134.3576,125.273,96.68914,0.016759007,0.7530455
4964,14.85918,138.73,145.6053,108.2299,0.9070442,0.938291
4965,21.90602,160.873,144.9261,116.25762,5.684452,0.9611794
4966,26.36078,208.7751,119.5933,102.3428,8.440693,0.9876611
4967,15.75503,128.8997,74.29216,65.14886,23.77153,0.6643789
4968,9.579323,79.18685,50.82055,44.92796,62.47426,0.4571128
4969,7.139801,48.73275,40.3176,36.12485,98.07206,0.3637445
4970,6.260143,44.60338,38.42502,34.55402,109.0314,0.3399189
4971,6.047299,45.71133,39.92396,35.97849,112.9062,0.3254157
4972,6.199956,46.04682,41.5131,37.35612,122.3806,0.3113537
4973,7.736425,43.46335,44.78104,40.21569,149.8789,0.3223423
4974,8.003644,53.57565,43.85396,39.42756,140.59076,0.3393712
4975,6.416508,93.67583,45.70167,40.04471,62.4406,0.3891751
4976,6.448812,118.8795,58.14054,50.26402,22.73459,0.4713385
4977,6.484573,115.3846,58.67669,50.01507,20.69123,0.4825331
4978,5.90479,100.49383,63.1325,53.52785,32.48394,0.4518173
4979,5.634779,87.52907,62.27481,52.61058,42.74465,0.4312971
4980,5.90751,74.86923,61.86608,51.87308,51.57603,0.3976568
4981,6.371241,54.26975,65.01164,53.66243,73.29389,0.3456995
4982,7.6898,46.75664,74.09144,60.74556,77.58677,0.3241417
4983,12.67234,54.52186,84.38656,68.849,65.13765,0.3567342
4984,16.31571,66.86113,92.44606,74.60116,47.92135,0.4140912
4985,14.76072,73.92265,78.7711,61.5905,31.31416,0.4116954
4986,10.39889,86.9823,60.03879,45.2319,18.06986,0.3578934
4987,9.604288,108.9098,60.21448,44.65444,1.947742,0.3811465
4988,11.33055,112.5469,65.24612,48.96607,2.542549,0.4434446
4989,13.60294,108.4311,63.72066,49.46456,12.01425,0.4704279
4990,13.28352,94.81274,53.41977,42.08897,31.6904,0.4187933
4991,9.198378,74.05969,46.56265,37.38271,56.66938,0.3493599
4992,5.627375,60.36073,44.62955,36.37568,73.16512,0.3182586
4993,4.11672,48.47452,42.09111,34.75486,92.59664,0.3043482
4994,3.965193,42.62035,40.35955,33.52642,109.381,0.3105121
4995,4.170127,40.49092,39.6708,33.32626,122.9726,0.3156797
4996,4.74303,43.50009,40.21141,34.07126,129.6852,0.3389323
4997,5.03985,47.6773,40.16367,34.19977,130.5927,0.3559876
4998,6.090882,56.40085,38.91675,33.19877,124.3358,0.3667971
4999,10.97839,78.07938,39.25424,33.08725,87.47793,0.3874245
5000,7.408618,110.6328,50.39513,41.64529,23.52501,0.4897318
5001,10.075888,141.0821,68.64603,55.01479,0.77190333,0.7132374
5002,12.14692,140.317,73.53749,58.47281,0.26448574,0.7480062
5003,12.41,102.51987,65.18471,55.90384,5.610294,0.5815068
5004,12.89694,78.70733,51.5569,45.78848,8.554636,0.5855732
5005,4.673613,58.96725,25.96908,23.01926,41.946415,0.4458387
5006,5.187742,77.0353,25.658,22.9279,24.514999,0.4366897
5007,7.895194,72.93202,28.67418,25.529292,37.176062,0.4254949
5008,10.97847,65.96213,21.626169,18.878896,46.77024,0.4904029
5009,12.97123,67.16644,15.775846,13.313871,51.05469,0.5601379
