,real_index,1,8,9,10,11,12
13416,4558,2021-1-29 9,14.7,46,1023.5,2.0,33.1
13417,4559,2021-1-29 10,15.8,44,1023.4,1.8,43.8
13418,4560,2021-1-29 11,17.0,42,1022.7,1.7,50.6
13419,4561,2021-1-29 12,18.0,41,1021.7,1.4,98.2
13420,4562,2021-1-29 13,18.8,37,1020.4,1.3,76.2
13421,4563,2021-1-29 14,19.5,32,1019.3,1.5,57.2
13422,4564,2021-1-29 15,19.5,30,1018.6,1.4,96.0
13423,4565,2021-1-29 16,19.7,30,1018.3,1.2,83.1
13424,4566,2021-1-29 17,19.5,32,1018.5,0.8,117.4
13425,4567,2021-1-29 18,18.4,35,1018.7,0.4,78.7
13426,4568,2021-1-29 19,17.1,42,1019.2,0.3,101.6
13427,4569,2021-1-29 20,16.9,48,1019.7,1.0,53.7
13428,4570,2021-1-29 21,16.5,53,1020.0,1.4,79.9
13429,4571,2021-1-29 22,16.0,59,1020.4,1.4,79.2
13430,4572,2021-1-29 23,15.7,61,1020.6,1.2,78.6
13431,4525,2021-1-28 0,17.8,79,1017.6,0.4,57.4
13432,4526,2021-1-28 1,17.6,81,1017.6,0.4,55.6
13433,4527,2021-1-28 2,17.8,79,1017.4,0.5,318.0
13434,4528,2021-1-28 3,17.8,79,1017.5,0.8,277.1
13435,4529,2021-1-28 4,17.5,82,1017.8,0.8,266.2
13436,4530,2021-1-28 5,17.2,83,1018.2,0.5,273.9
13437,4531,2021-1-28 6,17.3,83,1018.8,0.4,288.1
13438,4532,2021-1-28 7,17.2,83,1019.7,0.7,344.4
13439,4533,2021-1-28 8,18.0,68,1020.5,2.0,6.1
13440,4534,2021-1-28 9,18.3,63,1021.2,1.9,18.4
13441,4535,2021-1-28 10,18.6,63,1021.6,2.2,23.5
13442,4536,2021-1-28 11,19.8,59,1021.3,2.1,17.9
13443,4537,2021-1-28 12,19.9,53,1020.6,2.6,348.8
13444,4538,2021-1-28 13,20.1,52,1019.7,1.8,341.0
13445,4539,2021-1-28 14,20.3,50,1018.8,2.2,321.2
13446,4540,2021-1-28 15,20.0,50,1018.4,2.3,322.0
13447,4541,2021-1-28 16,20.4,50,1018.3,2.0,350.5
13448,4542,2021-1-28 17,19.5,52,1018.7,1.8,344.8
13449,4543,2021-1-28 18,18.3,54,1019.4,1.8,355.2
13450,4544,2021-1-28 19,17.5,55,1020.0,1.9,332.2
13451,4545,2021-1-28 20,16.8,56,1020.8,1.8,358.8
13452,4546,2021-1-28 21,16.2,57,1021.3,2.0,357.2
13453,4547,2021-1-28 22,15.9,56,1021.6,1.9,357.3
13454,4548,2021-1-28 23,15.7,55,1021.8,1.8,8.6
13455,4549,2021-1-29 0,15.4,52,1021.9,1.6,3.9
13456,4550,2021-1-29 1,15.0,51,1021.9,1.8,12.9
13457,4551,2021-1-29 2,14.5,52,1021.6,1.4,20.2
13458,4552,2021-1-29 3,14.0,52,1021.4,1.6,6.6
13459,4553,2021-1-29 4,13.6,53,1021.4,1.7,5.5
13460,4554,2021-1-29 5,13.2,54,1021.6,1.5,11.8
13461,4555,2021-1-29 6,12.8,54,1021.8,1.2,34.2
13462,4556,2021-1-29 7,12.9,53,1022.4,1.7,28.8
13463,4557,2021-1-29 8,13.8,50,1023.1,1.8,23.0
13464,4558,2021-1-29 9,14.7,46,1023.5,2.0,33.1
13465,4559,2021-1-29 10,15.8,44,1023.4,1.8,43.8
13466,4560,2021-1-29 11,17.0,42,1022.7,1.7,50.6
13467,4561,2021-1-29 12,18.0,41,1021.7,1.4,98.2
13468,4562,2021-1-29 13,18.8,37,1020.4,1.3,76.2
13469,4563,2021-1-29 14,19.5,32,1019.3,1.5,57.2
13470,4564,2021-1-29 15,19.5,30,1018.6,1.4,96.0
13471,4565,2021-1-29 16,19.7,30,1018.3,1.2,83.1
13472,4566,2021-1-29 17,19.5,32,1018.5,0.8,117.4
13473,4567,2021-1-29 18,18.4,35,1018.7,0.4,78.7
13474,4568,2021-1-29 19,17.1,42,1019.2,0.3,101.6
13475,4569,2021-1-29 20,16.9,48,1019.7,1.0,53.7
13476,4570,2021-1-29 21,16.5,53,1020.0,1.4,79.9
13477,4571,2021-1-29 22,16.0,59,1020.4,1.4,79.2
13478,4572,2021-1-29 23,15.7,61,1020.6,1.2,78.6
13479,4573,2021-1-30 0,15.5,61,1020.5,1.0,69.4
13480,4574,2021-1-30 1,15.2,64,1020.3,1.1,110.2
13481,4575,2021-1-30 2,14.8,71,1020.2,1.1,87.7
13482,4576,2021-1-30 3,14.4,72,1020.0,0.9,55.0
13483,4577,2021-1-30 4,14.2,71,1019.9,0.8,48.1
13484,4578,2021-1-30 5,13.8,73,1020.2,0.8,66.2
13485,4579,2021-1-30 6,13.7,74,1020.9,0.7,64.1
13486,4580,2021-1-30 7,13.7,76,1021.3,0.7,74.0
13487,4581,2021-1-30 8,14.9,70,1021.8,1.3,58.5
13488,4582,2021-1-30 9,16.1,61,1022.5,1.8,95.4
13489,4583,2021-1-30 10,17.5,53,1022.5,1.8,86.6
13490,4584,2021-1-30 11,19.0,47,1021.8,1.2,132.2
13491,4585,2021-1-30 12,20.0,44,1020.8,1.2,52.9
13492,4586,2021-1-30 13,20.6,44,1019.5,1.4,35.3
13493,4587,2021-1-30 14,21.2,44,1018.5,1.3,60.8
13494,4588,2021-1-30 15,22.0,43,1018.1,1.1,204.2
13495,4589,2021-1-30 16,22.0,43,1017.8,1.0,184.9
13496,4590,2021-1-30 17,21.1,47,1018.1,1.0,112.7
13497,4591,2021-1-30 18,20.1,52,1018.6,1.0,110.5
13498,4592,2021-1-30 19,18.7,57,1019.0,0.3,337.0
13499,4593,2021-1-30 20,18.1,61,1019.5,0.6,17.4
13500,4594,2021-1-30 21,17.9,64,1019.8,0.6,19.7
13501,4595,2021-1-30 22,17.6,66,1020.2,0.5,65.5
13502,4596,2021-1-30 23,17.2,70,1020.3,0.5,62.6
13503,4549,2021-1-29 0,15.4,52,1021.9,1.6,3.9
13504,4550,2021-1-29 1,15.0,51,1021.9,1.8,12.9
13505,4551,2021-1-29 2,14.5,52,1021.6,1.4,20.2
13506,4552,2021-1-29 3,14.0,52,1021.4,1.6,6.6
13507,4553,2021-1-29 4,13.6,53,1021.4,1.7,5.5
13508,4554,2021-1-29 5,13.2,54,1021.6,1.5,11.8
13509,4555,2021-1-29 6,12.8,54,1021.8,1.2,34.2
13510,4556,2021-1-29 7,12.9,53,1022.4,1.7,28.8
13511,4557,2021-1-29 8,13.8,50,1023.1,1.8,23.0
13512,4558,2021-1-29 9,14.7,46,1023.5,2.0,33.1
13513,4559,2021-1-29 10,15.8,44,1023.4,1.8,43.8
13514,4560,2021-1-29 11,17.0,42,1022.7,1.7,50.6
13515,4561,2021-1-29 12,18.0,41,1021.7,1.4,98.2
13516,4562,2021-1-29 13,18.8,37,1020.4,1.3,76.2
13517,4563,2021-1-29 14,19.5,32,1019.3,1.5,57.2
13518,4564,2021-1-29 15,19.5,30,1018.6,1.4,96.0
13519,4565,2021-1-29 16,19.7,30,1018.3,1.2,83.1
13520,4566,2021-1-29 17,19.5,32,1018.5,0.8,117.4
13521,4567,2021-1-29 18,18.4,35,1018.7,0.4,78.7
13522,4568,2021-1-29 19,17.1,42,1019.2,0.3,101.6
13523,4569,2021-1-29 20,16.9,48,1019.7,1.0,53.7
13524,4570,2021-1-29 21,16.5,53,1020.0,1.4,79.9
13525,4571,2021-1-29 22,16.0,59,1020.4,1.4,79.2
13526,4572,2021-1-29 23,15.7,61,1020.6,1.2,78.6
13527,4573,2021-1-30 0,15.5,61,1020.5,1.0,69.4
13528,4574,2021-1-30 1,15.2,64,1020.3,1.1,110.2
13529,4575,2021-1-30 2,14.8,71,1020.2,1.1,87.7
13530,4576,2021-1-30 3,14.4,72,1020.0,0.9,55.0
13531,4577,2021-1-30 4,14.2,71,1019.9,0.8,48.1
13532,4578,2021-1-30 5,13.8,73,1020.2,0.8,66.2
13533,4579,2021-1-30 6,13.7,74,1020.9,0.7,64.1
13534,4580,2021-1-30 7,13.7,76,1021.3,0.7,74.0
13535,4581,2021-1-30 8,14.9,70,1021.8,1.3,58.5
13536,4582,2021-1-30 9,16.1,61,1022.5,1.8,95.4
13537,4583,2021-1-30 10,17.5,53,1022.5,1.8,86.6
13538,4584,2021-1-30 11,19.0,47,1021.8,1.2,132.2
13539,4585,2021-1-30 12,20.0,44,1020.8,1.2,52.9
13540,4586,2021-1-30 13,20.6,44,1019.5,1.4,35.3
13541,4587,2021-1-30 14,21.2,44,1018.5,1.3,60.8
13542,4588,2021-1-30 15,22.0,43,1018.1,1.1,204.2
13543,4589,2021-1-30 16,22.0,43,1017.8,1.0,184.9
13544,4590,2021-1-30 17,21.1,47,1018.1,1.0,112.7
13545,4591,2021-1-30 18,20.1,52,1018.6,1.0,110.5
13546,4592,2021-1-30 19,18.7,57,1019.0,0.3,337.0
13547,4593,2021-1-30 20,18.1,61,1019.5,0.6,17.4
13548,4594,2021-1-30 21,17.9,64,1019.8,0.6,19.7
13549,4595,2021-1-30 22,17.6,66,1020.2,0.5,65.5
13550,4596,2021-1-30 23,17.2,70,1020.3,0.5,62.6
13551,4597,2021-1-31 0,17.4,69,1020.4,0.8,27.4
13552,4598,2021-1-31 1,17.5,69,1020.4,0.6,49.2
13553,4599,2021-1-31 2,17.5,66,1020.1,0.7,69.8
13554,4600,2021-1-31 3,17.4,62,1019.9,0.7,53.0
13555,4601,2021-1-31 4,17.1,62,1019.9,0.6,63.4
13556,4602,2021-1-31 5,17.1,65,1020.3,0.6,38.2
13557,4603,2021-1-31 6,16.9,69,1020.7,1.0,59.4
13558,4604,2021-1-31 7,16.8,65,1020.9,1.4,59.8
13559,4605,2021-1-31 8,17.4,61,1021.0,1.8,68.7
13560,4606,2021-1-31 9,18.9,51,1021.3,1.7,77.8
13561,4607,2021-1-31 10,20.3,42,1021.4,1.9,107.6
13562,4608,2021-1-31 11,21.5,36,1020.7,2.1,105.2
13563,4609,2021-1-31 12,22.5,32,1019.6,1.6,128.3
13564,4610,2021-1-31 13,23.2,30,1018.7,1.3,120.4
13565,4611,2021-1-31 14,23.8,28,1017.8,1.6,88.6
13566,4612,2021-1-31 15,24.3,29,1017.4,1.5,102.2
13567,4613,2021-1-31 16,24.1,32,1017.2,1.4,95.0
13568,4614,2021-1-31 17,23.4,35,1017.3,1.7,115.6
13569,4615,2021-1-31 18,22.2,41,1017.4,0.9,94.5
13570,4616,2021-1-31 19,21.3,46,1017.8,0.6,352.8
13571,4617,2021-1-31 20,20.7,50,1018.3,1.0,75.5
13572,4618,2021-1-31 21,20.1,55,1018.8,1.0,66.7
13573,4619,2021-1-31 22,19.4,60,1019.2,0.8,14.3
13574,4620,2021-1-31 23,18.8,64,1019.3,0.5,328.8
13575,4573,2021-1-30 0,15.5,61,1020.5,1.0,69.4
13576,4574,2021-1-30 1,15.2,64,1020.3,1.1,110.2
13577,4575,2021-1-30 2,14.8,71,1020.2,1.1,87.7
13578,4576,2021-1-30 3,14.4,72,1020.0,0.9,55.0
13579,4577,2021-1-30 4,14.2,71,1019.9,0.8,48.1
13580,4578,2021-1-30 5,13.8,73,1020.2,0.8,66.2
13581,4579,2021-1-30 6,13.7,74,1020.9,0.7,64.1
13582,4580,2021-1-30 7,13.7,76,1021.3,0.7,74.0
13583,4581,2021-1-30 8,14.9,70,1021.8,1.3,58.5
13584,4582,2021-1-30 9,16.1,61,1022.5,1.8,95.4
13585,4583,2021-1-30 10,17.5,53,1022.5,1.8,86.6
13586,4584,2021-1-30 11,19.0,47,1021.8,1.2,132.2
13587,4585,2021-1-30 12,20.0,44,1020.8,1.2,52.9
13588,4586,2021-1-30 13,20.6,44,1019.5,1.4,35.3
13589,4587,2021-1-30 14,21.2,44,1018.5,1.3,60.8
13590,4588,2021-1-30 15,22.0,43,1018.1,1.1,204.2
13591,4589,2021-1-30 16,22.0,43,1017.8,1.0,184.9
13592,4590,2021-1-30 17,21.1,47,1018.1,1.0,112.7
13593,4591,2021-1-30 18,20.1,52,1018.6,1.0,110.5
13594,4592,2021-1-30 19,18.7,57,1019.0,0.3,337.0
13595,4593,2021-1-30 20,18.1,61,1019.5,0.6,17.4
13596,4594,2021-1-30 21,17.9,64,1019.8,0.6,19.7
13597,4595,2021-1-30 22,17.6,66,1020.2,0.5,65.5
13598,4596,2021-1-30 23,17.2,70,1020.3,0.5,62.6
13599,4597,2021-1-31 0,17.4,69,1020.4,0.8,27.4
13600,4598,2021-1-31 1,17.5,69,1020.4,0.6,49.2
13601,4599,2021-1-31 2,17.5,66,1020.1,0.7,69.8
13602,4600,2021-1-31 3,17.4,62,1019.9,0.7,53.0
13603,4601,2021-1-31 4,17.1,62,1019.9,0.6,63.4
13604,4602,2021-1-31 5,17.1,65,1020.3,0.6,38.2
13605,4603,2021-1-31 6,16.9,69,1020.7,1.0,59.4
13606,4604,2021-1-31 7,16.8,65,1020.9,1.4,59.8
13607,4605,2021-1-31 8,17.4,61,1021.0,1.8,68.7
13608,4606,2021-1-31 9,18.9,51,1021.3,1.7,77.8
13609,4607,2021-1-31 10,20.3,42,1021.4,1.9,107.6
13610,4608,2021-1-31 11,21.5,36,1020.7,2.1,105.2
13611,4609,2021-1-31 12,22.5,32,1019.6,1.6,128.3
13612,4610,2021-1-31 13,23.2,30,1018.7,1.3,120.4
13613,4611,2021-1-31 14,23.8,28,1017.8,1.6,88.6
13614,4612,2021-1-31 15,24.3,29,1017.4,1.5,102.2
13615,4613,2021-1-31 16,24.1,32,1017.2,1.4,95.0
13616,4614,2021-1-31 17,23.4,35,1017.3,1.7,115.6
13617,4615,2021-1-31 18,22.2,41,1017.4,0.9,94.5
13618,4616,2021-1-31 19,21.3,46,1017.8,0.6,352.8
13619,4617,2021-1-31 20,20.7,50,1018.3,1.0,75.5
13620,4618,2021-1-31 21,20.1,55,1018.8,1.0,66.7
13621,4619,2021-1-31 22,19.4,60,1019.2,0.8,14.3
13622,4620,2021-1-31 23,18.8,64,1019.3,0.5,328.8
13623,4621,2021-2-1 0,18.2,68,1019.3,0.5,17.3
13624,4622,2021-2-1 1,17.9,71,1019.1,0.5,35.3
13625,4623,2021-2-1 2,17.4,75,1018.7,0.3,237.8
13626,4624,2021-2-1 3,17.2,79,1018.3,0.3,46.2
13627,4625,2021-2-1 4,16.6,82,1017.8,0.3,44.0
13628,4626,2021-2-1 5,16.5,84,1018.0,0.4,10.8
13629,4627,2021-2-1 6,16.3,84,1018.4,0.2,328.8
13630,4628,2021-2-1 7,16.5,84,1018.9,0.3,47.6
13631,4629,2021-2-1 8,19.0,75,1019.4,0.6,68.0
13632,4630,2021-2-1 9,20.1,68,1019.6,1.2,60.9
13633,4631,2021-2-1 10,21.4,63,1019.5,1.3,111.2
13634,4632,2021-2-1 11,22.5,60,1018.6,1.6,92.9
13635,4633,2021-2-1 12,23.6,57,1017.5,1.5,118.9
13636,4634,2021-2-1 13,24.7,51,1016.3,1.4,156.2
13637,4635,2021-2-1 14,25.0,50,1015.3,1.4,85.7
13638,4636,2021-2-1 15,25.2,49,1014.8,1.4,53.1
13639,4637,2021-2-1 16,25.4,46,1014.7,1.1,21.7
13640,4638,2021-2-1 17,25.1,46,1014.8,0.8,100.7
13641,4639,2021-2-1 18,23.5,51,1015.1,0.4,87.8
13642,4640,2021-2-1 19,22.0,57,1015.5,0.3,340.3
13643,4641,2021-2-1 20,21.3,62,1016.1,0.4,72.7
13644,4642,2021-2-1 21,20.7,68,1016.6,0.5,359.9
13645,4643,2021-2-1 22,20.2,74,1017.1,0.6,26.0
13646,4644,2021-2-1 23,19.9,76,1017.2,0.5,358.2
13647,4597,2021-1-31 0,17.4,69,1020.4,0.8,27.4
13648,4598,2021-1-31 1,17.5,69,1020.4,0.6,49.2
13649,4599,2021-1-31 2,17.5,66,1020.1,0.7,69.8
13650,4600,2021-1-31 3,17.4,62,1019.9,0.7,53.0
13651,4601,2021-1-31 4,17.1,62,1019.9,0.6,63.4
13652,4602,2021-1-31 5,17.1,65,1020.3,0.6,38.2
13653,4603,2021-1-31 6,16.9,69,1020.7,1.0,59.4
13654,4604,2021-1-31 7,16.8,65,1020.9,1.4,59.8
13655,4605,2021-1-31 8,17.4,61,1021.0,1.8,68.7
13656,4606,2021-1-31 9,18.9,51,1021.3,1.7,77.8
13657,4607,2021-1-31 10,20.3,42,1021.4,1.9,107.6
13658,4608,2021-1-31 11,21.5,36,1020.7,2.1,105.2
13659,4609,2021-1-31 12,22.5,32,1019.6,1.6,128.3
13660,4610,2021-1-31 13,23.2,30,1018.7,1.3,120.4
13661,4611,2021-1-31 14,23.8,28,1017.8,1.6,88.6
13662,4612,2021-1-31 15,24.3,29,1017.4,1.5,102.2
13663,4613,2021-1-31 16,24.1,32,1017.2,1.4,95.0
13664,4614,2021-1-31 17,23.4,35,1017.3,1.7,115.6
13665,4615,2021-1-31 18,22.2,41,1017.4,0.9,94.5
13666,4616,2021-1-31 19,21.3,46,1017.8,0.6,352.8
13667,4617,2021-1-31 20,20.7,50,1018.3,1.0,75.5
13668,4618,2021-1-31 21,20.1,55,1018.8,1.0,66.7
13669,4619,2021-1-31 22,19.4,60,1019.2,0.8,14.3
13670,4620,2021-1-31 23,18.8,64,1019.3,0.5,328.8
13671,4621,2021-2-1 0,18.2,68,1019.3,0.5,17.3
13672,4622,2021-2-1 1,17.9,71,1019.1,0.5,35.3
13673,4623,2021-2-1 2,17.4,75,1018.7,0.3,237.8
13674,4624,2021-2-1 3,17.2,79,1018.3,0.3,46.2
13675,4625,2021-2-1 4,16.6,82,1017.8,0.3,44.0
13676,4626,2021-2-1 5,16.5,84,1018.0,0.4,10.8
13677,4627,2021-2-1 6,16.3,84,1018.4,0.2,328.8
13678,4628,2021-2-1 7,16.5,84,1018.9,0.3,47.6
13679,4629,2021-2-1 8,19.0,75,1019.4,0.6,68.0
13680,4630,2021-2-1 9,20.1,68,1019.6,1.2,60.9
13681,4631,2021-2-1 10,21.4,63,1019.5,1.3,111.2
13682,4632,2021-2-1 11,22.5,60,1018.6,1.6,92.9
13683,4633,2021-2-1 12,23.6,57,1017.5,1.5,118.9
13684,4634,2021-2-1 13,24.7,51,1016.3,1.4,156.2
13685,4635,2021-2-1 14,25.0,50,1015.3,1.4,85.7
13686,4636,2021-2-1 15,25.2,49,1014.8,1.4,53.1
13687,4637,2021-2-1 16,25.4,46,1014.7,1.1,21.7
13688,4638,2021-2-1 17,25.1,46,1014.8,0.8,100.7
13689,4639,2021-2-1 18,23.5,51,1015.1,0.4,87.8
13690,4640,2021-2-1 19,22.0,57,1015.5,0.3,340.3
13691,4641,2021-2-1 20,21.3,62,1016.1,0.4,72.7
13692,4642,2021-2-1 21,20.7,68,1016.6,0.5,359.9
13693,4643,2021-2-1 22,20.2,74,1017.1,0.6,26.0
13694,4644,2021-2-1 23,19.9,76,1017.2,0.5,358.2
13695,4645,2021-2-2 0,19.3,78,1017.3,0.3,284.1
13696,4646,2021-2-2 1,18.8,83,1017.3,0.3,0.3
13697,4647,2021-2-2 2,18.4,83,1017.1,0.2,299.7
13698,4648,2021-2-2 3,18.1,86,1017.0,0.3,73.2
13699,4649,2021-2-2 4,17.9,87,1017.0,0.4,33.8
13700,4650,2021-2-2 5,17.7,86,1017.3,0.2,42.6
13701,4651,2021-2-2 6,17.7,87,1018.0,0.3,40.7
13702,4652,2021-2-2 7,17.8,86,1018.6,0.1,349.4
13703,4653,2021-2-2 8,20.6,77,1019.2,0.3,52.5
13704,4654,2021-2-2 9,21.6,70,1019.7,0.8,9.3
13705,4655,2021-2-2 10,23.3,63,1019.7,0.8,14.7
13706,4656,2021-2-2 11,24.0,60,1019.0,1.3,6.3
13707,4657,2021-2-2 12,24.9,53,1017.9,1.6,44.3
13708,4658,2021-2-2 13,25.9,50,1016.6,1.3,36.7
13709,4659,2021-2-2 14,26.4,46,1015.5,1.3,65.9
13710,4660,2021-2-2 15,26.9,44,1015.0,1.2,38.2
13711,4661,2021-2-2 16,26.6,43,1015.1,1.2,119.8
13712,4662,2021-2-2 17,26.2,45,1015.4,0.9,118.1
13713,4663,2021-2-2 18,24.7,52,1015.8,0.3,121.1
13714,4664,2021-2-2 19,23.7,56,1016.5,1.3,119.1
13715,4665,2021-2-2 20,22.6,60,1017.6,2.1,113.7
13716,4666,2021-2-2 21,21.0,64,1018.2,2.4,120.8
13717,4667,2021-2-2 22,20.1,63,1018.6,3.0,123.3
13718,4668,2021-2-2 23,19.8,62,1019.1,1.9,114.9
13719,4621,2021-2-1 0,18.2,68,1019.3,0.5,17.3
13720,4622,2021-2-1 1,17.9,71,1019.1,0.5,35.3
13721,4623,2021-2-1 2,17.4,75,1018.7,0.3,237.8
13722,4624,2021-2-1 3,17.2,79,1018.3,0.3,46.2
13723,4625,2021-2-1 4,16.6,82,1017.8,0.3,44.0
13724,4626,2021-2-1 5,16.5,84,1018.0,0.4,10.8
13725,4627,2021-2-1 6,16.3,84,1018.4,0.2,328.8
13726,4628,2021-2-1 7,16.5,84,1018.9,0.3,47.6
13727,4629,2021-2-1 8,19.0,75,1019.4,0.6,68.0
13728,4630,2021-2-1 9,20.1,68,1019.6,1.2,60.9
13729,4631,2021-2-1 10,21.4,63,1019.5,1.3,111.2
13730,4632,2021-2-1 11,22.5,60,1018.6,1.6,92.9
13731,4633,2021-2-1 12,23.6,57,1017.5,1.5,118.9
13732,4634,2021-2-1 13,24.7,51,1016.3,1.4,156.2
13733,4635,2021-2-1 14,25.0,50,1015.3,1.4,85.7
13734,4636,2021-2-1 15,25.2,49,1014.8,1.4,53.1
13735,4637,2021-2-1 16,25.4,46,1014.7,1.1,21.7
13736,4638,2021-2-1 17,25.1,46,1014.8,0.8,100.7
13737,4639,2021-2-1 18,23.5,51,1015.1,0.4,87.8
13738,4640,2021-2-1 19,22.0,57,1015.5,0.3,340.3
13739,4641,2021-2-1 20,21.3,62,1016.1,0.4,72.7
13740,4642,2021-2-1 21,20.7,68,1016.6,0.5,359.9
13741,4643,2021-2-1 22,20.2,74,1017.1,0.6,26.0
13742,4644,2021-2-1 23,19.9,76,1017.2,0.5,358.2
13743,4645,2021-2-2 0,19.3,78,1017.3,0.3,284.1
13744,4646,2021-2-2 1,18.8,83,1017.3,0.3,0.3
13745,4647,2021-2-2 2,18.4,83,1017.1,0.2,299.7
13746,4648,2021-2-2 3,18.1,86,1017.0,0.3,73.2
13747,4649,2021-2-2 4,17.9,87,1017.0,0.4,33.8
13748,4650,2021-2-2 5,17.7,86,1017.3,0.2,42.6
13749,4651,2021-2-2 6,17.7,87,1018.0,0.3,40.7
13750,4652,2021-2-2 7,17.8,86,1018.6,0.1,349.4
13751,4653,2021-2-2 8,20.6,77,1019.2,0.3,52.5
13752,4654,2021-2-2 9,21.6,70,1019.7,0.8,9.3
13753,4655,2021-2-2 10,23.3,63,1019.7,0.8,14.7
13754,4656,2021-2-2 11,24.0,60,1019.0,1.3,6.3
13755,4657,2021-2-2 12,24.9,53,1017.9,1.6,44.3
13756,4658,2021-2-2 13,25.9,50,1016.6,1.3,36.7
13757,4659,2021-2-2 14,26.4,46,1015.5,1.3,65.9
13758,4660,2021-2-2 15,26.9,44,1015.0,1.2,38.2
13759,4661,2021-2-2 16,26.6,43,1015.1,1.2,119.8
13760,4662,2021-2-2 17,26.2,45,1015.4,0.9,118.1
13761,4663,2021-2-2 18,24.7,52,1015.8,0.3,121.1
13762,4664,2021-2-2 19,23.7,56,1016.5,1.3,119.1
13763,4665,2021-2-2 20,22.6,60,1017.6,2.1,113.7
13764,4666,2021-2-2 21,21.0,64,1018.2,2.4,120.8
13765,4667,2021-2-2 22,20.1,63,1018.6,3.0,123.3
13766,4668,2021-2-2 23,19.8,62,1019.1,1.9,114.9
13767,4669,2021-2-3 0,19.2,66,1019.4,1.7,96.7
13768,4670,2021-2-3 1,18.7,70,1019.4,1.4,111.2
13769,4671,2021-2-3 2,18.3,72,1019.4,1.4,102.9
13770,4672,2021-2-3 3,18.1,70,1019.3,1.2,96.7
13771,4673,2021-2-3 4,18.0,69,1019.5,2.0,121.7
13772,4674,2021-2-3 5,17.9,68,1019.9,2.2,123.8
13773,4675,2021-2-3 6,17.7,70,1020.4,1.0,97.2
13774,4676,2021-2-3 7,17.5,74,1021.0,0.8,76.7
13775,4677,2021-2-3 8,18.6,63,1021.7,1.4,116.4
13776,4678,2021-2-3 9,19.6,56,1022.2,1.3,94.0
13777,4679,2021-2-3 10,20.1,56,1022.0,1.7,98.6
13778,4680,2021-2-3 11,21.0,52,1021.3,1.8,107.7
13779,4681,2021-2-3 12,21.7,49,1020.3,2.0,122.3
13780,4682,2021-2-3 13,22.6,48,1019.0,1.4,120.0
13781,4683,2021-2-3 14,23.1,47,1018.0,1.6,127.8
13782,4684,2021-2-3 15,23.6,45,1017.6,1.6,142.8
13783,4685,2021-2-3 16,24.1,45,1017.4,1.0,71.3
13784,4686,2021-2-3 17,23.7,46,1017.6,1.2,247.2
13785,4687,2021-2-3 18,22.2,49,1018.0,0.5,58.1
13786,4688,2021-2-3 19,21.3,52,1018.5,0.6,41.3
13787,4689,2021-2-3 20,20.7,55,1019.1,0.6,355.7
13788,4690,2021-2-3 21,20.4,57,1019.6,1.3,239.6
13789,4691,2021-2-3 22,19.8,57,1020.0,1.1,232.5
13790,4692,2021-2-3 23,19.1,62,1019.8,1.5,229.3
13791,4645,2021-2-2 0,19.3,78,1017.3,0.3,284.1
13792,4646,2021-2-2 1,18.8,83,1017.3,0.3,0.3
13793,4647,2021-2-2 2,18.4,83,1017.1,0.2,299.7
13794,4648,2021-2-2 3,18.1,86,1017.0,0.3,73.2
13795,4649,2021-2-2 4,17.9,87,1017.0,0.4,33.8
13796,4650,2021-2-2 5,17.7,86,1017.3,0.2,42.6
13797,4651,2021-2-2 6,17.7,87,1018.0,0.3,40.7
13798,4652,2021-2-2 7,17.8,86,1018.6,0.1,349.4
13799,4653,2021-2-2 8,20.6,77,1019.2,0.3,52.5
13800,4654,2021-2-2 9,21.6,70,1019.7,0.8,9.3
13801,4655,2021-2-2 10,23.3,63,1019.7,0.8,14.7
13802,4656,2021-2-2 11,24.0,60,1019.0,1.3,6.3
13803,4657,2021-2-2 12,24.9,53,1017.9,1.6,44.3
13804,4658,2021-2-2 13,25.9,50,1016.6,1.3,36.7
13805,4659,2021-2-2 14,26.4,46,1015.5,1.3,65.9
13806,4660,2021-2-2 15,26.9,44,1015.0,1.2,38.2
13807,4661,2021-2-2 16,26.6,43,1015.1,1.2,119.8
13808,4662,2021-2-2 17,26.2,45,1015.4,0.9,118.1
13809,4663,2021-2-2 18,24.7,52,1015.8,0.3,121.1
13810,4664,2021-2-2 19,23.7,56,1016.5,1.3,119.1
13811,4665,2021-2-2 20,22.6,60,1017.6,2.1,113.7
13812,4666,2021-2-2 21,21.0,64,1018.2,2.4,120.8
13813,4667,2021-2-2 22,20.1,63,1018.6,3.0,123.3
13814,4668,2021-2-2 23,19.8,62,1019.1,1.9,114.9
13815,4669,2021-2-3 0,19.2,66,1019.4,1.7,96.7
13816,4670,2021-2-3 1,18.7,70,1019.4,1.4,111.2
13817,4671,2021-2-3 2,18.3,72,1019.4,1.4,102.9
13818,4672,2021-2-3 3,18.1,70,1019.3,1.2,96.7
13819,4673,2021-2-3 4,18.0,69,1019.5,2.0,121.7
13820,4674,2021-2-3 5,17.9,68,1019.9,2.2,123.8
13821,4675,2021-2-3 6,17.7,70,1020.4,1.0,97.2
13822,4676,2021-2-3 7,17.5,74,1021.0,0.8,76.7
13823,4677,2021-2-3 8,18.6,63,1021.7,1.4,116.4
13824,4678,2021-2-3 9,19.6,56,1022.2,1.3,94.0
13825,4679,2021-2-3 10,20.1,56,1022.0,1.7,98.6
13826,4680,2021-2-3 11,21.0,52,1021.3,1.8,107.7
